# Code RED source/decompiled export
# Source: research/IMPORTANT_psocache_rpf_analysis_2026-05-02/psocache_preload_list.csv
# SHA1: f009674ecbb430017cbc9c3679db5fcd06cbb2e6

preload_hash,normalized_u32,has_matching_pso_xml
81275645,81275645,yes
81358157,81358157,yes
814108503,814108503,yes
814507263,814507263,yes
816188357,816188357,yes
81681835,81681835,yes
816910796,816910796,yes
819067667,819067667,yes
81993866,81993866,yes
820910793,820910793,yes
828920042,828920042,yes
83142874,83142874,yes
834415800,834415800,yes
834773930,834773930,yes
837810686,837810686,yes
839633813,839633813,yes
842177848,842177848,yes
842427202,842427202,yes
849565977,849565977,yes
852847345,852847345,yes
854126344,854126344,yes
854634617,854634617,yes
857087014,857087014,yes
857796732,857796732,yes
859243174,859243174,yes
859348931,859348931,yes
861176686,861176686,yes
864374333,864374333,yes
864802822,864802822,yes
867354919,867354919,yes
869668068,869668068,yes
869801630,869801630,yes
875707692,875707692,yes
876876460,876876460,yes
878740516,878740516,yes
883166128,883166128,yes
884557001,884557001,yes
885996083,885996083,yes
886072259,886072259,yes
888110282,888110282,yes
889295357,889295357,yes
88970236,88970236,yes
889854393,889854393,yes
889967825,889967825,yes
890905938,890905938,yes
891316338,891316338,yes
893513401,893513401,yes
894804378,894804378,yes
898095625,898095625,yes
89908013,89908013,yes
902048592,902048592,yes
903797574,903797574,yes
906109465,906109465,yes
907525126,907525126,yes
909603694,909603694,yes
909700189,909700189,yes
910408153,910408153,yes
911700443,911700443,yes
918469896,918469896,yes
920490877,920490877,yes
923566030,923566030,yes
926914296,926914296,yes
929848833,929848833,yes
932319066,932319066,yes
935666549,935666549,yes
93575423,93575423,yes
942899314,942899314,yes
94593506,94593506,yes
947176856,947176856,yes
947945364,947945364,yes
94802552,94802552,yes
948968206,948968206,yes
949005751,949005751,yes
950366923,950366923,yes
950677313,950677313,yes
951492329,951492329,yes
952356774,952356774,yes
955714610,955714610,yes
960956051,960956051,yes
961210654,961210654,yes
961865680,961865680,yes
964392174,964392174,yes
964826056,964826056,yes
965545338,965545338,yes
968030711,968030711,yes
971566592,971566592,yes
974113244,974113244,yes
976993583,976993583,yes
977120386,977120386,yes
9780662,9780662,yes
979619617,979619617,yes
981922779,981922779,yes
983213591,983213591,yes
984052975,984052975,yes
984890230,984890230,yes
986048053,986048053,yes
98629979,98629979,yes
987426424,987426424,yes
988106878,988106878,yes
990023948,990023948,yes
99330516,99330516,yes
9939822,9939822,yes
994603907,994603907,yes
997448226,997448226,yes
