# Code RED source/decompiled export
# Source: research/blackwater_wsi_gringo_correlation_outputs/wgd_keyword_components.csv
# SHA1: 7b9b0b7b4c80f10e7162df4123106934c24bb199

wgd_offset_hex,wgd_component_type,wgd_query_name,wgd_script_name,wgd_gringo_name,wgd_primary_name,wgd_hash_code,wgd_hashed_name,wgd_activation_radius,wgd_child_count,wgd_use_context_count,wgd_instanced_item_count,wgd_instance_slot_count,wgd_critical,wgd_maintain_state,wgd_player_usable,wgd_gringo_handles_movement,wgd_requires_physics_check,wgd_allow_ai_shoot,wgd_allow_navigate_to
0x00040A18,ItemGringo,,content\scripting\gringo\CommonScripts\PlayerPickupHat,,content\scripting\gringo\CommonScripts\PlayerPickupHat,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00040A64,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,4,4,15,15,1,1,,,,,
0x00040AB0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,4,1,9,9,0,1,,,,,
0x00040AFC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,8,8,0,1,,,,,
0x00040B48,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040B94,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00040BE0,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Herb,,content\scripting\gringo\CommonScripts\Player_Herb,0x410215CF,0x00000000,125.0,2,2,7,7,0,1,,,,,
0x00040C2C,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,0x05B5C16A,0x00000000,2147483648.0,7,1,7,7,1,1,,,,,
0x00040C78,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00040CC4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00040D10,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00040D5C,ItemGringo,,content\scripting\gringo\GringoBrains\SmallBrainScripts\Drunk_Small_Brain,,content\scripting\gringo\GringoBrains\SmallBrainScripts\Drunk_Small_Brain,0x05B5C16A,0x00000000,2147483648.0,3,0,0,0,1,1,,,,,
0x00040DA8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00040DF4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040E40,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00040E8C,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Sit_Campfire,,content\scripting\gringo\CommonScripts\Player_Sit_Campfire,0x082A4EBE,0x00000000,10.0,0,0,0,0,0,1,,,,,
0x00040ED8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040F24,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00040F70,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00040FBC,ItemGringo,,content\scripting\gringo\CommonScripts\Chair_weaponkill,,content\scripting\gringo\CommonScripts\Chair_weaponkill,0x410215CF,0x00000000,0.25,1,1,10,10,0,1,,,,,
0x00041008,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00041054,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x000410A0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000410EC,ItemGringo,,content\scripting\gringo\CommonScripts\DoorKick,,content\scripting\gringo\CommonScripts\DoorKick,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041138,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00041184,ItemGringo,,content\scripting\gringo\CommonScripts\handoffReverse,,content\scripting\gringo\CommonScripts\handoffReverse,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000411D0,ItemGringo,,content\scripting\gringo\CommonScripts\Marshal_Camp02_gringo,,content\scripting\gringo\CommonScripts\Marshal_Camp02_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0004121C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041268,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x000412B4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00041300,ItemGringo,,content\scripting\gringo\CommonScripts\GetWantedPosterGround,,content\scripting\gringo\CommonScripts\GetWantedPosterGround,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0004134C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041398,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000413E4,ItemGringo,,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,0x410215CF,0x00000000,10.0,1,1,9,9,0,1,,,,,
0x00041430,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Treasure,,content\scripting\gringo\CommonScripts\Player_Treasure,0x410215CF,0x00000000,75.0,1,1,5,5,0,1,,,,,
0x0004147C,ItemGringo,,content\scripting\gringo\CommonScripts\HandoffGringoAttach,,content\scripting\gringo\CommonScripts\HandoffGringoAttach,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000414C8,ItemGringo,,content\scripting\gringo\CommonScripts\ResetAxis,,content\scripting\gringo\CommonScripts\ResetAxis,0xA0ACBE25,0x00000000,2.5,1,1,7,7,1,1,,,,,
0x00041514,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041560,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x000415AC,ItemGringo,,content\scripting\gringo\CommonScripts\BlindBeggar,,content\scripting\gringo\CommonScripts\BlindBeggar,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x000415F8,ItemGringo,,content\scripting\gringo\CommonScripts\Marshal_Camp03_gringo,,content\scripting\gringo\CommonScripts\Marshal_Camp03_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x00041644,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,1,,,,,
0x00041690,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x000416DC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041728,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.5,1,1,4,4,0,1,,,,,
0x00041774,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000417C0,ItemGringo,,content\scripting\gringo\CommonScripts\stealth_kill,,content\scripting\gringo\CommonScripts\stealth_kill,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x0004180C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041858,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,5,5,0,1,,,,,
0x000418A4,ItemGringo,,content\scripting\gringo\CommonScripts\OpenBigDoor,,content\scripting\gringo\CommonScripts\OpenBigDoor,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000418F0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0004193C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00041988,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000419D4,ItemGringo,,content\scripting\gringo\CommonScripts\Rand_Idle_Sit_Ground_Player,,content\scripting\gringo\CommonScripts\Rand_Idle_Sit_Ground_Player,0x410215CF,0x00000000,10.0,1,1,4,4,0,1,,,,,
0x00041A20,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Companion_Brain,0x05B5C16A,0x00000000,2147483648.0,7,1,9,9,1,1,,,,,
0x00041A6C,ItemGringo,,content\scripting\gringo\CommonScripts\Player_ChairLook,,content\scripting\gringo\CommonScripts\Player_ChairLook,0x410215CF,0x00000000,10.0,1,1,3,3,0,0,,,,,
0x00041AB8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041B04,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00041B50,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041B9C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041BE8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00041C34,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x00041C80,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041CCC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041D18,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00041D64,ItemGringo,,content\scripting\gringo\CommonScripts\HandOverLetter,,content\scripting\gringo\CommonScripts\HandOverLetter,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041DB0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,1,1,,,,,
0x00041DFC,ItemGringo,,content\scripting\gringo\CommonScripts\Gringo_NoCamera,,content\scripting\gringo\CommonScripts\Gringo_NoCamera,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00041E48,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,6,6,0,1,,,,,
0x00041E94,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00041EE0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00041F2C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00041F78,ItemGringo,,content\scripting\gringo\CommonScripts\MexArmy_Camp05_gringo,,content\scripting\gringo\CommonScripts\MexArmy_Camp05_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x00041FC4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00042010,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0004205C,ItemGringo,,content\scripting\gringo\CommonScripts\genericGringo,,content\scripting\gringo\CommonScripts\genericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000420A8,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Gen_Vehicle_Brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Gen_Vehicle_Brain,0x05B5C16A,0x00000000,2147483648.0,0,0,0,0,1,1,,,,,
0x000420F4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00042140,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x0004218C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x000421D8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00042224,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042270,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,2,2,0,1,,,,,
0x000422BC,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Herb,,content\scripting\gringo\CommonScripts\Player_Herb,0x410215CF,0x00000000,125.0,2,2,7,7,0,1,,,,,
0x00042308,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Train_Brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\Train_Brain,0x05B5C16A,0x00000000,2147483648.0,7,0,0,0,1,1,,,,,
0x00042354,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,10.0,1,1,3,3,1,0,,,,,
0x000423A0,ItemGringo,,content\scripting\gringo\CommonScripts\Climb_Help,,content\scripting\gringo\CommonScripts\Climb_Help,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000423EC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.25,1,1,11,11,0,1,,,,,
0x00042438,ItemGringo,,content\scripting\gringo\CommonScripts\DisarmBomb,,content\scripting\gringo\CommonScripts\DisarmBomb,0x410215CF,0x00000000,1.2000000476837158,1,1,7,7,0,1,,,,,
0x00042484,ItemGringo,,content\scripting\gringo\CommonScripts\Marshal_Camp04_gringo,,content\scripting\gringo\CommonScripts\Marshal_Camp04_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x000424D0,ItemGringo,,content\scripting\gringo\CommonScripts\MexGirl_Camp01_gringo,,content\scripting\gringo\CommonScripts\MexGirl_Camp01_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x0004251C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042568,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,13,13,0,1,,,,,
0x000425B4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00042600,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x0004264C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,2.0,1,1,4,4,0,1,,,,,
0x00042698,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,1,1,,,,,
0x000426E4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00042730,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x0004277C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000427C8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,8,8,0,1,,,,,
0x00042814,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,4,2,8,8,0,1,,,,,
0x00042860,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000428AC,ItemGringo,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,,content\scripting\gringo\CommonScripts\Player_Sleep_To_Save,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x000428F8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00042944,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00042990,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x000429DC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,3,3,9,9,0,1,,,,,
0x00042A28,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00042A74,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,1,1,,,,,
0x00042AC0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,5,5,1,1,,,,,
0x00042B0C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,15,15,0,1,,,,,
0x00042B58,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,4,1,6,6,1,1,,,,,
0x00042BA4,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,3,3,10,10,1,1,,,,,
0x00042BF0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042C3C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042C88,ItemGringo,,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,,content\scripting\gringo\CommonScripts\gun_giveaway_pistol,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x00042CD4,ItemGringo,,content\scripting\gringo\CommonScripts\OldWinch_gringo,,content\scripting\gringo\CommonScripts\OldWinch_gringo,0x410215CF,0x00000000,112.0,2,2,8,8,0,1,,,,,
0x00042D20,ItemGringo,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,,content\scripting\gringo\GringoBrains\GringoBrainScripts\companion_brain,0x05B5C16A,0x00000000,2147483648.0,7,1,7,7,1,1,,,,,
0x00042D6C,ItemGringo,,content\scripting\gringo\CommonScripts\Fort_Camp02_gringo,,content\scripting\gringo\CommonScripts\Fort_Camp02_gringo,0x082A4EBE,0x00000000,175.0,0,0,0,0,0,0,,,,,
0x00042DB8,ItemGringo,,content\scripting\gringo\CommonScripts\climb_help_Both,,content\scripting\gringo\CommonScripts\climb_help_Both,0x410215CF,0x00000000,0.0,1,1,5,5,0,1,,,,,
0x00042E04,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042E50,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00042E9C,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,4,4,15,15,1,1,,,,,
0x00042EE8,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,2,2,6,6,0,1,,,,,
0x00042F34,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x00042F80,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,6,6,0,1,,,,,
0x00042FCC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00043018,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,1,1,,,,,
0x00043064,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x000430B0,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,7,7,0,1,,,,,
0x000430FC,ItemGringo,,content\scripting\gringo\CommonScripts\GenericGringo,,content\scripting\gringo\CommonScripts\GenericGringo,0x410215CF,0x00000000,0.0,1,1,8,8,1,1,,,,,
0x00043148,ItemGringo,,content\scripting\gringo\CommonScripts\WhisperGringo,,content\scripting\gringo\CommonScripts\WhisperGringo,0x410215CF,0x00000000,0.0,1,1,3,3,0,1,,,,,
0x00043194,ItemGringo,,content\scripting\gringo\CommonScripts\Door_Locked,,content\scripting\gringo\CommonScripts\Door_Locked,0x410215CF,0x00000000,0.0,1,1,4,4,0,1,,,,,
0x000431E0,ItemGringo,,content\scripting\gringo\CommonScripts\LootCorpseGenericNoAnim,,content\scripting\gringo\CommonScripts\LootCorpseGenericNoAnim,0x3A7C9BE5,0x00000000,1.25,1,1,5,5,1,1,,,,,
