# Code RED source/decompiled export
# Source: data/codered/rosters/npc_roster_all_spawnable.txt
# SHA1: 807a3e7cfa8c4d8b8163e0792b95b1ddd640ab1e

# CodeRED full inline actor roster
# Generated by tools/codered_actor_enum_tool.py
# Format: ACTOR_NAME|actor_enum
# The inline value lets the ASI resolve actors without relying on CSV alias parsing.

ACTOR_player_jack|1  # player_like 0x00000001
ACTOR_mpplayer60|900  # player_like 0x00000384
ACTOR_mpplayer66|901  # player_like 0x00000385
ACTOR_mpplayer67|902  # player_like 0x00000386
ACTOR_mpplayer65|903  # player_like 0x00000387
ACTOR_mpplayer71|904  # player_like 0x00000388
ACTOR_mpplayer72|905  # player_like 0x00000389
ACTOR_mpplayer68|906  # player_like 0x0000038A
ACTOR_mpplayer70|907  # player_like 0x0000038B
ACTOR_mpplayer69|908  # player_like 0x0000038C
ACTOR_mpplayer79|909  # player_like 0x0000038D
ACTOR_mpplayer81|910  # player_like 0x0000038E
ACTOR_mpplayer80|911  # player_like 0x0000038F
ACTOR_mpplayer74|912  # player_like 0x00000390
ACTOR_mpplayer77|913  # player_like 0x00000391
ACTOR_mpplayer76|914  # player_like 0x00000392
ACTOR_mpplayer73|915  # player_like 0x00000393
ACTOR_mpplayer75|916  # player_like 0x00000394
ACTOR_mpplayer93|917  # player_like 0x00000395
ACTOR_mpplayer92|918  # player_like 0x00000396
ACTOR_mpplayer103|919  # player_like 0x00000397
ACTOR_mpplayer95|920  # player_like 0x00000398
ACTOR_mpplayer104|921  # player_like 0x00000399
ACTOR_mpplayer82|922  # player_like 0x0000039A
ACTOR_mpplayer83|923  # player_like 0x0000039B
ACTOR_mpplayer91|924  # player_like 0x0000039C
ACTOR_mpplayer97|925  # player_like 0x0000039D
ACTOR_mpplayer99|926  # player_like 0x0000039E
ACTOR_mpplayer90|927  # player_like 0x0000039F
ACTOR_mpplayer86|928  # player_like 0x000003A0
ACTOR_mpplayer87|929  # player_like 0x000003A1
ACTOR_mpplayer88|930  # player_like 0x000003A2
ACTOR_mpplayer89|931  # player_like 0x000003A3
ACTOR_mpplayer105|932  # player_like 0x000003A4
ACTOR_mpplayer98|933  # player_like 0x000003A5
ACTOR_mpplayer106|934  # player_like 0x000003A6
ACTOR_mpplayer107|935  # player_like 0x000003A7
ACTOR_mpplayer100|936  # player_like 0x000003A8
ACTOR_mpplayer102|937  # player_like 0x000003A9
ACTOR_mpplayer101|938  # player_like 0x000003AA
ACTOR_mpplayer96|939  # player_like 0x000003AB
ACTOR_mpplayer78|940  # player_like 0x000003AC
ACTOR_mpplayer_dlc01|941  # player_like 0x000003AD
ACTOR_mpplayer_dlc02|942  # player_like 0x000003AE
ACTOR_mpplayer_dlc03|943  # player_like 0x000003AF
ACTOR_mpplayer_dlc04|944  # player_like 0x000003B0
ACTOR_mpplayer_dlc05|945  # player_like 0x000003B1
ACTOR_mpplayer_dlc06|946  # player_like 0x000003B2
ACTOR_mpplayer_dlc07|947  # player_like 0x000003B3
ACTOR_mpplayer_dlc08|948  # player_like 0x000003B4
ACTOR_mpplayer_dlc09|949  # player_like 0x000003B5
ACTOR_mpplayer_dlc11|950  # player_like 0x000003B6
ACTOR_mpplayer_dlc12|951  # player_like 0x000003B7
ACTOR_mpplayer_dlc13|952  # player_like 0x000003B8
ACTOR_mpplayer_dlc14|953  # player_like 0x000003B9
ACTOR_mpplayer_dlc15|954  # player_like 0x000003BA
ACTOR_mpplayer_dlc16|955  # player_like 0x000003BB
ACTOR_mpplayer_dlc17|956  # player_like 0x000003BC
ACTOR_mpplayer_dlc18|957  # player_like 0x000003BD
ACTOR_mpplayer_dlc19|958  # player_like 0x000003BE
ACTOR_mpplayer_dlc20|959  # player_like 0x000003BF
ACTOR_mpplayer_dlc21|960  # player_like 0x000003C0
ACTOR_mpplayer_dlc22|961  # player_like 0x000003C1
ACTOR_mpplayer_dlc23|962  # player_like 0x000003C2
ACTOR_mpplayer_dlc24|963  # player_like 0x000003C3
ACTOR_mpplayer_dlc25|964  # player_like 0x000003C4
ACTOR_mpplayer_dlc26|965  # player_like 0x000003C5
ACTOR_mpplayer_dlc27|966  # player_like 0x000003C6
ACTOR_mpplayer_dlc28|967  # player_like 0x000003C7
ACTOR_mpplayer_dlc29|968  # player_like 0x000003C8
ACTOR_mpplayer_dlc30|969  # player_like 0x000003C9
ACTOR_mpplayer_dlc31|970  # player_like 0x000003CA
ACTOR_mpplayer_dlc32|971  # player_like 0x000003CB
ACTOR_mpplayercoop01|972  # player_like 0x000003CC
ACTOR_mpplayercoop02|973  # player_like 0x000003CD
ACTOR_mpplayercoop03|974  # player_like 0x000003CE
ACTOR_mpplayercoop04|975  # player_like 0x000003CF
ACTOR_animal_chicken|1015  # actor 0x000003F7
ACTOR_animal_chicken01|1016  # actor 0x000003F8
ACTOR_animal_chicken02|1017  # actor 0x000003F9
ACTOR_animal_rooster|1018  # actor 0x000003FA
ACTOR_animal_rooster01|1019  # actor 0x000003FB
ACTOR_animal_pig|1020  # actor 0x000003FC
ACTOR_animal_pig01|1021  # actor 0x000003FD
ACTOR_animal_pig03|1022  # actor 0x000003FE
ACTOR_animal_sheep|1023  # actor 0x000003FF
ACTOR_animal_sheep01|1024  # actor 0x00000400
ACTOR_animal_sheep03|1025  # actor 0x00000401
ACTOR_animal_goat01|1026  # actor 0x00000402
ACTOR_animal_goat02|1027  # actor 0x00000403
ACTOR_animal_goat03|1028  # actor 0x00000404
ACTOR_animal_goat|1029  # actor 0x00000405
ACTOR_animal_dog|1030  # actor 0x00000406
ACTOR_animal_dog01|1031  # actor 0x00000407
ACTOR_animal_dog02|1032  # actor 0x00000408
ACTOR_animal_colliedog|1033  # actor 0x00000409
ACTOR_animal_colliedog01|1034  # actor 0x0000040A
ACTOR_animal_colliedog02|1035  # actor 0x0000040B
ACTOR_animal_colliedog03|1036  # actor 0x0000040C
ACTOR_animal_germanshepdog|1037  # actor 0x0000040D
ACTOR_animal_germanshepdog01|1038  # actor 0x0000040E
ACTOR_animal_germanshepdog02|1039  # actor 0x0000040F
ACTOR_animal_germanshepdog03|1040  # actor 0x00000410
ACTOR_animal_labdog|1041  # actor 0x00000411
ACTOR_animal_labdog01|1042  # actor 0x00000412
ACTOR_animal_labdog02|1043  # actor 0x00000413
ACTOR_animal_labdog03|1044  # actor 0x00000414
ACTOR_animal_nor_huskydog|1045  # actor 0x00000415
ACTOR_animal_nor_huskydog01|1046  # actor 0x00000416
ACTOR_animal_nor_huskydog02|1047  # actor 0x00000417
ACTOR_animal_nor_huskydog03|1048  # actor 0x00000418
ACTOR_animal_coyote|1049  # actor 0x00000419
ACTOR_animal_coyote01|1050  # actor 0x0000041A
ACTOR_animal_coyote03|1051  # actor 0x0000041B
ACTOR_animal_coyote04|1052  # actor 0x0000041C
ACTOR_animal_fox|1053  # actor 0x0000041D
ACTOR_animal_fox01|1054  # actor 0x0000041E
ACTOR_animal_fox02|1055  # actor 0x0000041F
ACTOR_animal_fox03|1056  # actor 0x00000420
ACTOR_animal_snake|1057  # actor 0x00000421
ACTOR_animal_snake01|1058  # actor 0x00000422
ACTOR_animal_snake02|1059  # actor 0x00000423
ACTOR_animal_fro_wolf|1060  # actor 0x00000424
ACTOR_animal_fro_wolf01|1061  # actor 0x00000425
ACTOR_animal_fro_wolf02|1062  # actor 0x00000426
ACTOR_animal_fro_wolf03|1063  # actor 0x00000427
ACTOR_animal_mex_wolf|1064  # actor 0x00000428
ACTOR_animal_mex_wolf01|1065  # actor 0x00000429
ACTOR_animal_mex_wolf02|1066  # actor 0x0000042A
ACTOR_animal_mex_wolf03|1067  # actor 0x0000042B
ACTOR_animal_nor_wolf|1068  # actor 0x0000042C
ACTOR_animal_nor_wolf01|1069  # actor 0x0000042D
ACTOR_animal_nor_wolf02|1070  # actor 0x0000042E
ACTOR_animal_nor_wolf03|1071  # actor 0x0000042F
ACTOR_named_wolf|1072  # actor 0x00000430
ACTOR_animal_nor_wildboar|1073  # actor 0x00000431
ACTOR_animal_nor_wildboar01|1074  # actor 0x00000432
ACTOR_animal_nor_wildboar02|1075  # actor 0x00000433
ACTOR_animal_nor_wildboar04|1076  # actor 0x00000434
ACTOR_named_wildboar|1077  # actor 0x00000435
ACTOR_animal_rabbit02|1078  # actor 0x00000436
ACTOR_animal_rabbit03|1079  # actor 0x00000437
ACTOR_animal_jackalope01|1080  # actor 0x00000438
ACTOR_animal_mex_armadillo02|1081  # actor 0x00000439
ACTOR_animal_raccoon01|1082  # actor 0x0000043A
ACTOR_animal_raccoon02|1083  # actor 0x0000043B
ACTOR_animal_skunk|1084  # actor 0x0000043C
ACTOR_animal_skunk01|1085  # actor 0x0000043D
ACTOR_animal_skunk02|1086  # actor 0x0000043E
ACTOR_animal_nor_cougar|1087  # actor 0x0000043F
ACTOR_animal_fro_cougar|1088  # actor 0x00000440
ACTOR_animal_fro_cougar01|1089  # actor 0x00000441
ACTOR_animal_fro_cougar02|1090  # actor 0x00000442
ACTOR_animal_nor_cougar01|1091  # actor 0x00000443
ACTOR_animal_nor_cougar02|1092  # actor 0x00000444
ACTOR_animal_nor_cougar03|1093  # actor 0x00000445
ACTOR_named_cougar|1094  # actor 0x00000446
ACTOR_animal_nor_bear|1095  # actor 0x00000447
ACTOR_animal_nor_bear01|1096  # actor 0x00000448
ACTOR_animal_nor_bear02|1097  # actor 0x00000449
ACTOR_animal_nor_grizzlybear|1098  # actor 0x0000044A
ACTOR_animal_nor_grizzlybear01|1099  # actor 0x0000044B
ACTOR_animal_nor_grizzlybear02|1100  # actor 0x0000044C
ACTOR_animal_nor_grizzlybear03|1101  # actor 0x0000044D
ACTOR_animal_nor_supergrizzlybear|1102  # actor 0x0000044E
ACTOR_animal_nor_supergrizzlybear01|1103  # actor 0x0000044F
ACTOR_animal_nor_supergrizzlybear02|1104  # actor 0x00000450
ACTOR_named_supergrizzlybear|1105  # actor 0x00000451
ACTOR_animal_nor_beaver|1106  # actor 0x00000452
ACTOR_animal_nor_beaver01|1107  # actor 0x00000453
ACTOR_animal_nor_beaver02|1108  # actor 0x00000454
ACTOR_animal_nor_elk|1109  # actor 0x00000455
ACTOR_animal_nor_elk01|1110  # actor 0x00000456
ACTOR_animal_nor_elk02|1111  # actor 0x00000457
ACTOR_animal_mex_bobcat|1112  # actor 0x00000458
ACTOR_animal_mex_bobcat01|1113  # actor 0x00000459
ACTOR_animal_nor_bobcat02|1114  # actor 0x0000045A
ACTOR_animal_nor_bobcat03|1115  # actor 0x0000045B
ACTOR_animal_buck02|1116  # actor 0x0000045C
ACTOR_animal_buck03|1117  # actor 0x0000045D
ACTOR_animal_deer|1118  # actor 0x0000045E
ACTOR_animal_deer01|1119  # actor 0x0000045F
ACTOR_animal_deer03|1120  # actor 0x00000460
ACTOR_animal_bighorn|1121  # actor 0x00000461
ACTOR_animal_bighorn01|1122  # actor 0x00000462
ACTOR_animal_bighorn02|1123  # actor 0x00000463
ACTOR_animal_nor_buffalo|1124  # actor 0x00000464
ACTOR_animal_nor_buffalo01|1125  # actor 0x00000465
ACTOR_animal_nor_buffalo02|1126  # actor 0x00000466
ACTOR_animal_nor_buffalo04|1127  # actor 0x00000467
ACTOR_flying_animal_vulture|1128  # actor 0x00000468
ACTOR_flying_animal_vulture01|1129  # actor 0x00000469
ACTOR_flying_animal_vulture02|1130  # actor 0x0000046A
ACTOR_flying_animal_crow|1131  # actor 0x0000046B
ACTOR_flying_animal_crow01|1132  # actor 0x0000046C
ACTOR_flying_animal_crow02|1133  # actor 0x0000046D
ACTOR_flying_animal_songbird|1134  # actor 0x0000046E
ACTOR_flying_animal_songbird01|1135  # actor 0x0000046F
ACTOR_flying_animal_songbird02|1136  # actor 0x00000470
ACTOR_flying_animal_nor_owl|1137  # actor 0x00000471
ACTOR_flying_animal_nor_owl01|1138  # actor 0x00000472
ACTOR_flying_animal_nor_owl02|1139  # actor 0x00000473
ACTOR_flying_animal_fro_duck02|1140  # actor 0x00000474
ACTOR_flying_animal_nor_duck01|1141  # actor 0x00000475
ACTOR_flying_animal_bat|1142  # actor 0x00000476
ACTOR_flying_animal_bat01|1143  # actor 0x00000477
ACTOR_flying_animal_bat02|1144  # actor 0x00000478
ACTOR_flying_animal_hawk|1145  # actor 0x00000479
ACTOR_flying_animal_hawk01|1146  # actor 0x0000047A
ACTOR_flying_animal_hawk02|1147  # actor 0x0000047B
ACTOR_flying_animal_nor_eagle|1148  # actor 0x0000047C
ACTOR_flying_animal_nor_eagle01|1149  # actor 0x0000047D
ACTOR_flying_animal_nor_eagle02|1150  # actor 0x0000047E
ACTOR_flying_animal_mex_eagle|1151  # actor 0x0000047F
ACTOR_flying_animal_mex_eagle01|1152  # actor 0x00000480
ACTOR_flying_animal_mex_eagle02|1153  # actor 0x00000481
ACTOR_flying_animal_seagull01|1154  # actor 0x00000482
ACTOR_un_horse|1270  # zombie 0x000004F6
ACTOR_indian_guy|1294  # actor 0x0000050E
ACTOR_max_limit|1295  # actor 0x0000050F
