"BasePath","HasWSC","HasSCO","WSCBytes","SCOBytes","WSCHead","SCOHead"
"game\content_extracted\release64\scripting\gringo\commonscripts\ai_lockpick_safe","True","False","8842",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\ammocrate","True","False","8370",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\animal_eating","True","False","8855",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\animalnointerrupt","True","False","8781",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\attachanimgringo","True","False","8730",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\aztecgold_treasure","True","False","9119",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\bandito_harass","True","False","8895",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\bartendgringo","True","False","14605",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\blowthehatchgringo","True","False","8656",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\bodyleftfordead","True","False","8747",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire01_always_gringo","True","False","10847",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire01_bad_gringo","True","False","10686",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire01_gringo","True","False","10887",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire01_law_gringo","True","False","11454",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire02_gringo","True","False","10862",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire03_bad_gringo","True","False","10777",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire03_gringo","True","False","10777",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire03_law_gringo","True","False","11513",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire04_gringo","True","False","10752",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire05_gringo","True","False","10726",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire06_gringo","True","False","10832",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfire07_gringo","True","False","10791",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfireindian_bad_gringo","True","False","10639",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfireindian_gringo","True","False","10679",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfirerebel_gringo","True","False","10964",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\campfiretreasurehunter_gringo","True","False","10292",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\cannibalfamclue","True","False","8883",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\car_gringo","True","False","2877",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\carcrank_gringo","True","False","9853",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\chair_weaponkill","True","False","8783",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\chop_chickens","True","False","8861",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\climb_help","True","False","9006",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\climb_help_both","True","False","7917",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\climbontowagon","True","False","8712",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\clockgringo","True","False","616",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\cougar_eating","True","False","9097",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\cutfreepot_gringo","True","False","9238",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\destroyonuse","True","False","8755",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\disarmbomb","True","False","8883",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\door_locked","True","False","8632",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\doorkick","True","False","8810",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\duck_hunt","True","False","10105",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\dynamitecrate","True","False","8716",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\fake_liars_dice","True","False","8172",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\fake_poker","True","False","8172",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\fort_camp02_gringo","True","False","14196",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gatlingattachgringo","True","False","8408",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\genericgringo","True","False","9080",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\getwantedposterground","True","False","8750",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\giveaway_footlocker","True","False","9573",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\grave_camp01_gringo","True","False","14065",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\grave_camp03_gringo","True","False","14011",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\graverobber_camp02_gringo","True","False","15003",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gringo_actorhasweapon","True","False","8898",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gringo_disablegossip","True","False","8761",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gringo_nocamera","True","False","8188",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gringoattachmover","True","False","8945",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_camp01_gringo","True","False","14375",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_camp02_gringo","True","False","13783",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_camp03_gringo","True","False","14179",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_camp05_gringo","True","False","14378",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_giveaway_pistol","True","False","8856",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\gun_giveaway_rifle","True","False","8773",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\handoffgringoattach","True","False","8290",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\handoverletter","True","False","8728",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\hitchingpostscript","True","False","9473",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home_camp03_gringo","True","False","14477",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02ranch_camp01_gringo","True","False","13924",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02ranch_camp03_gringo","True","False","13959",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02son_camp01_gringo","True","False","14091",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02son_camp02_gringo","True","False","14262",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02son_camp03_gringo","True","False","13683",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02wife_camp02_gringo","True","False","13864",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\home02wife_camp03_gringo","True","False","13865",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\horse_saddle","True","False","8834",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\horsehitching","True","False","8669",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\hostage_kneel","True","False","8823",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\item_bait","True","False","8633",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\jumpuse","True","False","816",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lassogringo","True","False","10956",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lean_rail","True","False","8704",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\locatorattachengineer","True","False","8438",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\locatorattachgringo","True","False","8897",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\locatorattachmover","True","False","8729",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lockpickambientfootlocker","True","False","18464",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lockpickdoorgeneric","True","False","8747",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lockpicksafegeneric","True","False","21964",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\lootcorpsegenericnoanim","True","False","17402",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\map_on_ground","True","False","8875",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\marshal_camp01_gringo","True","False","14302",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\marshal_camp02_gringo","True","False","14155",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\marshal_camp03_gringo","True","False","14442",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\marshal_camp04_gringo","True","False","14384",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\merchant_camp01_gringo","True","False","14657",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\merchant_camp02_gringo","True","False","16085",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\merchant_camp03_gringo","True","False","15832",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\merchant_camp04_gringo","True","False","14628",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\merchant_camp05_gringo","True","False","14893",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mex_beatingdanger","True","False","8885",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mexarmy_camp02_gringo","True","False","14174",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mexarmy_camp04_gringo","True","False","13651",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mexarmy_camp05_gringo","True","False","13742",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mexgirl_camp01_gringo","True","False","14646",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mexgirl_camp03_gringo","True","False","14363",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\minegold","True","False","3752",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\missionend_marstonsmoke","True","False","8234",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\molotovcrate","True","False","8799",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\movebarrel","True","False","8499",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\moveobject","True","False","9039",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\moveobjectgenericwanim","True","False","9063",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mp_fakelockpick","True","False","9140",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mp_ignite_bomb","True","False","8759",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mp_rezbuddy","True","False","9543",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\mp_rig_tnt","True","False","8793",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\musicgringo","True","False","8897",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\nocameragringo","True","False","8188",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\npc_lockpicking_door","True","False","8920",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\oldwinch_gringo","True","False","9660",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\openbigdoor","True","False","9060",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\opengate","True","False","1618",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\outlaw_camp01_gringo","True","False","14421",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\outlaw_camp02_gringo","True","False","13754",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\outlaw_camp03_gringo","True","False","14059",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\pet_dog","True","False","8713",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\pickuphogtiedgringo","True","False","13728",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\pitch_hay","True","False","8772",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\plant_dynamite","True","False","9028",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_chairlook","True","False","8762",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_detonator","True","False","9105",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_dig_grave","True","False","12516",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_diggrave","True","False","9037",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_drinkingmgchair","True","False","8957",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_drinkingminigame","True","False","10071",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_dropdynamite","True","False","8866",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_herb","True","False","12540",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_openhouseholditem","True","False","11435",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_sit_campfire","True","False","2654",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_sleep_to_save","True","False","10322",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\player_treasure","True","False","12733",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercamp01_gringo","True","False","10562",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercamp02_gringo","True","False","10562",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercamp03_gringo","True","False","10563",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercamp04_gringo","True","False","10561",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercampfootlocker","True","False","8938",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playercar","True","False","9908",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\playerpickuphat","True","False","8229",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\prostitute_behavior","True","False","2413",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\pushgringo","True","False","8696",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\ranch_camp02_gringo","True","False","14216",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\ranch_camp07_gringo","True","False","13875",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\ranch_camp08_gringo","True","False","14552",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rand_idle_sit_ground_player","True","False","8841",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rebel_camp02_gringo","True","False","14118",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rebel_camp03_gringo","True","False","14365",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rebel_camp04_gringo","True","False","14740",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\remember04","True","False","129",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rewardgringo","True","False","8888",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\rewardstatherb","True","False","8796",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\shakehands_link","True","False","8819",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\shopgringo","True","False","8747",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\simpleattachedgringotwoanimsuse","True","False","1573",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\skinanimal","True","False","16124",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\sliding_gate","True","False","9208",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\snapnavigate","True","False","8806",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\stand_sellpaper","True","False","13217",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\stealth_kill","True","False","8305",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\train_conductor","True","False","8777",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincar_gringo","True","False","3062",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincararmored_gringo","True","False","2292",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbaggage_gringo","True","False","2797",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbox01_gringo","True","False","2390",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbox02_gringo","True","False","2248",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbox03_gringo","True","False","2528",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbox04_gringo","True","False","2301",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarbox05_gringo","True","False","1146",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarcaboose_gringo","True","False","2221",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarcattle_gringo","True","False","2288",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarflat_gringo","True","False","1124",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarsteamer_gringo","True","False","3281",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traincarwood_gringo","True","False","1127",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\trainfootlocker","True","False","16435",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\traingringo","True","False","8313",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\trainmoneygringo","True","False","10322",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\trainsitgringo","True","False","8954",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\turretattachmover","True","False","8803",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\vehicle_generator","True","False","2372",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\wall_phone","True","False","8962",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\water_bucket","True","False","9391",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\water_pump","True","False","8959",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\whispergringo","True","False","8322",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\commonscripts\windmillgringo","True","False","83",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\banker_brain","True","False","5830",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\bartender_brain","True","False","5482",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\companion_brain","True","False","6387",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\gen_brain","True","False","5682",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\gen_vehicle_brain","True","False","138",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\job_giver_brain","True","False","7696",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\shopkeeper_brain","True","False","23545",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\gringobrainscripts\train_brain","True","False","7754",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\gringobrains\smallbrainscripts\drunk_small_brain","True","False","1141",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\apple","True","False","6255",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\bait","True","False","7921",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\bandana","True","False","6225",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\basilio_map","True","False","6335",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\binoculars","True","False","7488",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\camp","True","False","5787",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\chewing_tobacco","True","False","6294",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\elegant_suit","True","False","8732",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\empty_item","True","False","5733",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\explorers_map","True","False","7004",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\horse_deed","True","False","6749",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\horse_pills","True","False","6529",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\meds","True","False","6634",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\moonshine","True","False","6628",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\newspaper","True","False","6524",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\outfit_scrap","True","False","8785",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\survivalist_map","True","False","5825",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\treasure_map","True","False","6580",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\itemscripts\wanted_poster","True","False","7639",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\multistagegringo\genericmultistagegringo","True","False","10207",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\multistagegringo\multistage_movebox","True","False","10545",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\multistagegringo\multistage_movecorn","True","False","10516",,"52 53 43 85 02 00 00 00",""
"game\content_extracted\release64\scripting\gringo\propgringo\genericpropgringo","True","False","9434",,"52 53 43 85 02 00 00 00",""
