archive,archive_path,entry_path,name,extension,layer,size,offset,is_resource,resource_type,base_name,name_hash,grid_x_hex,grid_y_hex,grid_x_u16,grid_y_u16,grid_x_s16,grid_y_s16,bounds_grid_cell_size_guess,world_min_x_guess,world_min_y_guess,world_max_x_guess,world_max_y_guess 
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/138026c0_bnd.wtb,138026c0_bnd.wtb,.wtb,terrain_bounds_wtb,36829,145893376,True,36,138026c0_bnd,0xD23513A8,1380,26c0,4992,9920,4992,9920,64,4992,9920,5056,9984
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07802640_bnd.wtb,07802640_bnd.wtb,.wtb,terrain_bounds_wtb,209002,30695424,True,36,07802640_bnd,0xAB0F5025,0780,2640,1920,9792,1920,9792,64,1920,9792,1984,9856
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/13c01dc0_bnd.wtb,13c01dc0_bnd.wtb,.wtb,terrain_bounds_wtb,68244,147359744,True,36,13c01dc0_bnd,0xB1704BB8,13c0,1dc0,5056,7616,5056,7616,64,5056,7616,5120,7680
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0cc02240_bnd.wtb,0cc02240_bnd.wtb,.wtb,terrain_bounds_wtb,54423,79249408,True,36,0cc02240_bnd,0x6A6F431E,0cc0,2240,3264,8768,3264,8768,64,3264,8768,3328,8832
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0f4024c0_bnd.wtb,0f4024c0_bnd.wtb,.wtb,terrain_bounds_wtb,53232,104392704,True,36,0f4024c0_bnd,0x57F8FF48,0f40,24c0,3904,9408,3904,9408,64,3904,9408,3968,9472
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09802100_bnd.wtb,09802100_bnd.wtb,.wtb,terrain_bounds_wtb,17030,51361792,True,36,09802100_bnd,0xDB308A87,0980,2100,2432,8448,2432,8448,64,2432,8448,2496,8512
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/088024c0_bnd.wtb,088024c0_bnd.wtb,.wtb,terrain_bounds_wtb,86815,39698432,True,36,088024c0_bnd,0xF919124B,0880,24c0,2176,9408,2176,9408,64,2176,9408,2240,9472
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19801a00_bnd.wtb,19801a00_bnd.wtb,.wtb,terrain_bounds_wtb,5957,204736512,True,36,19801a00_bnd,0x4229F263,1980,1a00,6528,6656,6528,6656,64,6528,6656,6592,6720
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0b402840_bnd.wtb,0b402840_bnd.wtb,.wtb,terrain_bounds_wtb,84302,67842048,True,36,0b402840_bnd,0xB99DC3D3,0b40,2840,2880,10304,2880,10304,64,2880,10304,2944,10368
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09002740_bnd.wtb,09002740_bnd.wtb,.wtb,terrain_bounds_wtb,48666,46872576,True,36,09002740_bnd,0xC154E185,0900,2740,2304,10048,2304,10048,64,2304,10048,2368,10112
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12002300_bnd.wtb,12002300_bnd.wtb,.wtb,terrain_bounds_wtb,60095,128104448,True,36,12002300_bnd,0x9EC56091,1200,2300,4608,8960,4608,8960,64,4608,8960,4672,9024
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c402700_bnd.wtb,0c402700_bnd.wtb,.wtb,terrain_bounds_wtb,5902,75819008,True,36,0c402700_bnd,0x7157B4EC,0c40,2700,3136,9984,3136,9984,64,3136,9984,3200,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/11c02300_bnd.wtb,11c02300_bnd.wtb,.wtb,terrain_bounds_wtb,13269,125753344,True,36,11c02300_bnd,0x9C2442E1,11c0,2300,4544,8960,4544,8960,64,4544,8960,4608,9024
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/044025c0_bnd.wtb,044025c0_bnd.wtb,.wtb,terrain_bounds_wtb,3109,737280,True,36,044025c0_bnd,0xE06A4179,0440,25c0,1088,9664,1088,9664,64,1088,9664,1152,9728
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/13c02400_bnd.wtb,13c02400_bnd.wtb,.wtb,terrain_bounds_wtb,42491,148094976,True,36,13c02400_bnd,0x1A8524E5,13c0,2400,5056,9216,5056,9216,64,5056,9216,5120,9280
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07402a40_bnd.wtb,07402a40_bnd.wtb,.wtb,terrain_bounds_wtb,72521,29241344,True,36,07402a40_bnd,0x2A431C24,0740,2a40,1856,10816,1856,10816,64,1856,10816,1920,10880
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/100022c0_bnd.wtb,100022c0_bnd.wtb,.wtb,terrain_bounds_wtb,36288,110045184,True,36,100022c0_bnd,0xBBFCEF3E,1000,22c0,4096,8896,4096,8896,64,4096,8896,4160,8960
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a002440_bnd.wtb,1a002440_bnd.wtb,.wtb,terrain_bounds_wtb,52334,208144384,True,36,1a002440_bnd,0xBBD5E68A,1a00,2440,6656,9280,6656,9280,64,6656,9280,6720,9344
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0f8029c0_bnd.wtb,0f8029c0_bnd.wtb,.wtb,terrain_bounds_wtb,51676,106932224,True,36,0f8029c0_bnd,0x471765E3,0f80,29c0,3968,10688,3968,10688,64,3968,10688,4032,10752
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09002300_bnd.wtb,09002300_bnd.wtb,.wtb,terrain_bounds_wtb,37053,45389824,True,36,09002300_bnd,0x99ACDAE1,0900,2300,2304,8960,2304,8960,64,2304,8960,2368,9024
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0b802700_bnd.wtb,0b802700_bnd.wtb,.wtb,terrain_bounds_wtb,15915,70164480,True,36,0b802700_bnd,0xE4F92D96,0b80,2700,2944,9984,2944,9984,64,2944,9984,3008,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c001e40_bnd.wtb,0c001e40_bnd.wtb,.wtb,terrain_bounds_wtb,9209,73013248,True,36,0c001e40_bnd,0x5C74C795,0c00,1e40,3072,7744,3072,7744,64,3072,7744,3136,7808
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0dc02680_bnd.wtb,0dc02680_bnd.wtb,.wtb,terrain_bounds_wtb,22308,90019840,True,36,0dc02680_bnd,0xC206FD33,0dc0,2680,3520,9856,3520,9856,64,3520,9856,3584,9920
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06402a00_bnd.wtb,06402a00_bnd.wtb,.wtb,terrain_bounds_wtb,70730,17016832,True,36,06402a00_bnd,0x29C2038A,0640,2a00,1600,10752,1600,10752,64,1600,10752,1664,10816
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/04402780_bnd.wtb,04402780_bnd.wtb,.wtb,terrain_bounds_wtb,19130,837632,True,36,04402780_bnd,0xB391686F,0440,2780,1088,10112,1088,10112,64,1088,10112,1152,10176
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14c020c0_bnd.wtb,14c020c0_bnd.wtb,.wtb,terrain_bounds_wtb,90910,160151552,True,36,14c020c0_bnd,0x3ED74B51,14c0,20c0,5312,8384,5312,8384,64,5312,8384,5376,8448
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0f002980_bnd.wtb,0f002980_bnd.wtb,.wtb,terrain_bounds_wtb,64081,102766592,True,36,0f002980_bnd,0xE6F1A281,0f00,2980,3840,10624,3840,10624,64,3840,10624,3904,10688
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19c02700_bnd.wtb,19c02700_bnd.wtb,.wtb,terrain_bounds_wtb,6028,207433728,True,36,19c02700_bnd,0x9D11B56B,19c0,2700,6592,9984,6592,9984,64,6592,9984,6656,10048
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17c01f80_bnd.wtb,17c01f80_bnd.wtb,.wtb,terrain_bounds_wtb,53470,192733184,True,36,17c01f80_bnd,0x771E6940,17c0,1f80,6080,8064,6080,8064,64,6080,8064,6144,8128
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/178026c0_bnd.wtb,178026c0_bnd.wtb,.wtb,terrain_bounds_wtb,9880,191981568,True,36,178026c0_bnd,0xB341F56A,1780,26c0,6016,9920,6016,9920,64,6016,9920,6080,9984
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/130028c0_bnd.wtb,130028c0_bnd.wtb,.wtb,terrain_bounds_wtb,39413,140871680,True,36,130028c0_bnd,0x662958A5,1300,28c0,4864,10432,4864,10432,64,4864,10432,4928,10496
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16802280_bnd.wtb,16802280_bnd.wtb,.wtb,terrain_bounds_wtb,41913,182495232,True,36,16802280_bnd,0x382B2A2C,1680,2280,5760,8832,5760,8832,64,5760,8832,5824,8896
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e802300_bnd.wtb,0e802300_bnd.wtb,.wtb,terrain_bounds_wtb,48041,96636928,True,36,0e802300_bnd,0x1EDDB286,0e80,2300,3712,8960,3712,8960,64,3712,8960,3776,9024
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c402840_bnd.wtb,0c402840_bnd.wtb,.wtb,terrain_bounds_wtb,83100,75945984,True,36,0c402840_bnd,0x7EA576F3,0c40,2840,3136,10304,3136,10304,64,3136,10304,3200,10368
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14c02240_bnd.wtb,14c02240_bnd.wtb,.wtb,terrain_bounds_wtb,99753,160526336,True,36,14c02240_bnd,0xD9CDEE58,14c0,2240,5312,8768,5312,8768,64,5312,8768,5376,8832
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/04402740_bnd.wtb,04402740_bnd.wtb,.wtb,terrain_bounds_wtb,18500,817152,True,36,04402740_bnd,0xB0E31E09,0440,2740,1088,10048,1088,10048,64,1088,10048,1152,10112
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/070027c0_bnd.wtb,070027c0_bnd.wtb,.wtb,terrain_bounds_wtb,22756,25946112,True,36,070027c0_bnd,0x82A32CD7,0700,27c0,1792,10176,1792,10176,64,1792,10176,1856,10240
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1a402440_bnd.wtb,1a402440_bnd.wtb,.wtb,terrain_bounds_wtb,28051,208982016,True,36,1a402440_bnd,0xA80ABD7A,1a40,2440,6720,9280,6720,9280,64,6720,9280,6784,9344
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16c01d80_bnd.wtb,16c01d80_bnd.wtb,.wtb,terrain_bounds_wtb,22441,184258560,True,36,16c01d80_bnd,0xF5DA9210,16c0,1d80,5824,7552,5824,7552,64,5824,7552,5888,7616
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17802840_bnd.wtb,17802840_bnd.wtb,.wtb,terrain_bounds_wtb,6422,192040960,True,36,17802840_bnd,0x47856E82,1780,2840,6016,10304,6016,10304,64,6016,10304,6080,10368
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/098025c0_bnd.wtb,098025c0_bnd.wtb,.wtb,terrain_bounds_wtb,89634,52453376,True,36,098025c0_bnd,0x99D67E79,0980,25c0,2432,9664,2432,9664,64,2432,9664,2496,9728
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1d001e80_bnd.wtb,1d001e80_bnd.wtb,.wtb,terrain_bounds_wtb,1545,212086784,True,36,1d001e80_bnd,0x6F54F9D8,1d00,1e80,7424,7808,7424,7808,64,7424,7808,7488,7872
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/17802580_bnd.wtb,17802580_bnd.wtb,.wtb,terrain_bounds_wtb,23458,191916032,True,36,17802580_bnd,0x28C47993,1780,2580,6016,9600,6016,9600,64,6016,9600,6080,9664
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07802540_bnd.wtb,07802540_bnd.wtb,.wtb,terrain_bounds_wtb,42612,30502912,True,36,07802540_bnd,0xA80B894C,0780,2540,1920,9536,1920,9536,64,1920,9536,1984,9600
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/10c02480_bnd.wtb,10c02480_bnd.wtb,.wtb,terrain_bounds_wtb,3346,117770240,True,36,10c02480_bnd,0x7994354E,10c0,2480,4288,9344,4288,9344,64,4288,9344,4352,9408
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1b401ac0_bnd.wtb,1b401ac0_bnd.wtb,.wtb,terrain_bounds_wtb,5806,211005440,True,36,1b401ac0_bnd,0xD38966F7,1b40,1ac0,6976,6848,6976,6848,64,6976,6848,7040,6912
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08c02480_bnd.wtb,08c02480_bnd.wtb,.wtb,terrain_bounds_wtb,47371,42645504,True,36,08c02480_bnd,0x640467C4,08c0,2480,2240,9344,2240,9344,64,2240,9344,2304,9408
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09802580_bnd.wtb,09802580_bnd.wtb,.wtb,terrain_bounds_wtb,98205,52355072,True,36,09802580_bnd,0x337CCF05,0980,2580,2432,9600,2432,9600,64,2432,9600,2496,9664
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14801e00_bnd.wtb,14801e00_bnd.wtb,.wtb,terrain_bounds_wtb,61569,156094464,True,36,14801e00_bnd,0xCEA89B04,1480,1e00,5248,7680,5248,7680,64,5248,7680,5312,7744
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08002080_bnd.wtb,08002080_bnd.wtb,.wtb,terrain_bounds_wtb,20757,34846720,True,36,08002080_bnd,0xF3E44DFA,0800,2080,2048,8320,2048,8320,64,2048,8320,2112,8384
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0a002180_bnd.wtb,0a002180_bnd.wtb,.wtb,terrain_bounds_wtb,88560,56125440,True,36,0a002180_bnd,0x9BFC9362,0a00,2180,2560,8576,2560,8576,64,2560,8576,2624,8640
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12402640_bnd.wtb,12402640_bnd.wtb,.wtb,terrain_bounds_wtb,54608,131442688,True,36,12402640_bnd,0xA893F0A0,1240,2640,4672,9792,4672,9792,64,4672,9792,4736,9856
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06402000_bnd.wtb,06402000_bnd.wtb,.wtb,terrain_bounds_wtb,7046,14215168,True,36,06402000_bnd,0x0B8E8A7C,0640,2000,1600,8192,1600,8192,64,1600,8192,1664,8256
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12401d00_bnd.wtb,12401d00_bnd.wtb,.wtb,terrain_bounds_wtb,14415,129699840,True,36,12401d00_bnd,0x353774CE,1240,1d00,4672,7424,4672,7424,64,4672,7424,4736,7488
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/15401f00_bnd.wtb,15401f00_bnd.wtb,.wtb,terrain_bounds_wtb,35057,165832704,True,36,15401f00_bnd,0x72E38F3F,1540,1f00,5440,7936,5440,7936,64,5440,7936,5504,8000
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/09802b40_bnd.wtb,09802b40_bnd.wtb,.wtb,terrain_bounds_wtb,8408,53610496,True,36,09802b40_bnd,0xF8427A44,0980,2b40,2432,11072,2432,11072,64,2432,11072,2496,11136
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07802780_bnd.wtb,07802780_bnd.wtb,.wtb,terrain_bounds_wtb,31913,31377408,True,36,07802780_bnd,0x9B5B4F12,0780,2780,1920,10112,1920,10112,64,1920,10112,1984,10176
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/05c02240_bnd.wtb,05c02240_bnd.wtb,.wtb,terrain_bounds_wtb,10650,7876608,True,36,05c02240_bnd,0x3A634C64,05c0,2240,1472,8768,1472,8768,64,1472,8768,1536,8832
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0cc02540_bnd.wtb,0cc02540_bnd.wtb,.wtb,terrain_bounds_wtb,19545,79804416,True,36,0cc02540_bnd,0xD5AEB39A,0cc0,2540,3264,9536,3264,9536,64,3264,9536,3328,9600
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12802180_bnd.wtb,12802180_bnd.wtb,.wtb,terrain_bounds_wtb,107780,133201920,True,36,12802180_bnd,0x21181D41,1280,2180,4736,8576,4736,8576,64,4736,8576,4800,8640
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/13401fc0_bnd.wtb,13401fc0_bnd.wtb,.wtb,terrain_bounds_wtb,80515,141830144,True,36,13401fc0_bnd,0x5BFB470D,1340,1fc0,4928,8128,4928,8128,64,4928,8128,4992,8192
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/12001f00_bnd.wtb,12001f00_bnd.wtb,.wtb,terrain_bounds_wtb,10901,127326208,True,36,12001f00_bnd,0x39B5AE84,1200,1f00,4608,7936,4608,7936,64,4608,7936,4672,8000
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0c401e00_bnd.wtb,0c401e00_bnd.wtb,.wtb,terrain_bounds_wtb,9389,74582016,True,36,0c401e00_bnd,0x7C00B16B,0c40,1e00,3136,7680,3136,7680,64,3136,7680,3200,7744
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1c401cc0_bnd.wtb,1c401cc0_bnd.wtb,.wtb,terrain_bounds_wtb,1396,211884032,True,36,1c401cc0_bnd,0xA2343AB7,1c40,1cc0,7232,7360,7232,7360,64,7232,7360,7296,7424
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06802500_bnd.wtb,06802500_bnd.wtb,.wtb,terrain_bounds_wtb,45898,18229248,True,36,06802500_bnd,0xFB7A0416,0680,2500,1664,9472,1664,9472,64,1664,9472,1728,9536
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/14001d40_bnd.wtb,14001d40_bnd.wtb,.wtb,terrain_bounds_wtb,76344,149819392,True,36,14001d40_bnd,0xE1DB505A,1400,1d40,5120,7488,5120,7488,64,5120,7488,5184,7552
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/11402880_bnd.wtb,11402880_bnd.wtb,.wtb,terrain_bounds_wtb,76791,122621952,True,36,11402880_bnd,0x0CE7CC79,1140,2880,4416,10368,4416,10368,64,4416,10368,4480,10432
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/06402600_bnd.wtb,06402600_bnd.wtb,.wtb,terrain_bounds_wtb,100730,15912960,True,36,06402600_bnd,0x58D68D0F,0640,2600,1600,9728,1600,9728,64,1600,9728,1664,9792
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/07402b80_bnd.wtb,07402b80_bnd.wtb,.wtb,terrain_bounds_wtb,1750,29476864,True,36,07402b80_bnd,0x9D0281A8,0740,2b80,1856,11136,1856,11136,64,1856,11136,1920,11200
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16c02640_bnd.wtb,16c02640_bnd.wtb,.wtb,terrain_bounds_wtb,13818,185522176,True,36,16c02640_bnd,0x283C3835,16c0,2640,5824,9792,5824,9792,64,5824,9792,5888,9856
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16001a00_bnd.wtb,16001a00_bnd.wtb,.wtb,terrain_bounds_wtb,14541,174354432,True,36,16001a00_bnd,0xBBDF16B6,1600,1a00,5632,6656,5632,6656,64,5632,6656,5696,6720
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/18801f00_bnd.wtb,18801f00_bnd.wtb,.wtb,terrain_bounds_wtb,11722,198991872,True,36,18801f00_bnd,0x5BBB4C80,1880,1f00,6272,7936,6272,7936,64,6272,7936,6336,8000
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/110023c0_bnd.wtb,110023c0_bnd.wtb,.wtb,terrain_bounds_wtb,8874,119683072,True,36,110023c0_bnd,0x09B3A300,1100,23c0,4352,9152,4352,9152,64,4352,9152,4416,9216
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1d801f00_bnd.wtb,1d801f00_bnd.wtb,.wtb,terrain_bounds_wtb,9546,212275200,True,36,1d801f00_bnd,0xB364EF2C,1d80,1f00,7552,7936,7552,7936,64,7552,7936,7616,8000
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0d002140_bnd.wtb,0d002140_bnd.wtb,.wtb,terrain_bounds_wtb,82984,81326080,True,36,0d002140_bnd,0xF273E5D8,0d00,2140,3328,8512,3328,8512,64,3328,8512,3392,8576
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/16c02940_bnd.wtb,16c02940_bnd.wtb,.wtb,terrain_bounds_wtb,6124,186083328,True,36,16c02940_bnd,0xDB8F0911,16c0,2940,5824,10560,5824,10560,64,5824,10560,5888,10624
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0f802000_bnd.wtb,0f802000_bnd.wtb,.wtb,terrain_bounds_wtb,8416,105916416,True,36,0f802000_bnd,0x7288256E,0f80,2000,3968,8192,3968,8192,64,3968,8192,4032,8256
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/19002140_bnd.wtb,19002140_bnd.wtb,.wtb,terrain_bounds_wtb,40934,202852352,True,36,19002140_bnd,0x2C140F5A,1900,2140,6400,8512,6400,8512,64,6400,8512,6464,8576
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/074024c0_bnd.wtb,074024c0_bnd.wtb,.wtb,terrain_bounds_wtb,57424,27813888,True,36,074024c0_bnd,0xB2851DAE,0740,24c0,1856,9408,1856,9408,64,1856,9408,1920,9472
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/08802180_bnd.wtb,08802180_bnd.wtb,.wtb,terrain_bounds_wtb,15323,39206912,True,36,08802180_bnd,0xF0103688,0880,2180,2176,8576,2176,8576,64,2176,8576,2240,8640
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1d801c80_bnd.wtb,1d801c80_bnd.wtb,.wtb,terrain_bounds_wtb,882,212238336,True,36,1d801c80_bnd,0x7557B605,1d80,1c80,7552,7296,7552,7296,64,7552,7296,7616,7360
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/1c001c40_bnd.wtb,1c001c40_bnd.wtb,.wtb,terrain_bounds_wtb,1137,211845120,True,36,1c001c40_bnd,0x1A6ADC93,1c00,1c40,7168,7232,7168,7232,64,7168,7232,7232,7296
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/198022c0_bnd.wtb,198022c0_bnd.wtb,.wtb,terrain_bounds_wtb,6918,205455360,True,36,198022c0_bnd,0xE59B1DEB,1980,22c0,6528,8896,6528,8896,64,6528,8896,6592,8960
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/05002740_bnd.wtb,05002740_bnd.wtb,.wtb,terrain_bounds_wtb,2669,3889152,True,36,05002740_bnd,0xC23427E3,0500,2740,1280,10048,1280,10048,64,1280,10048,1344,10112
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,root/terrainboundres/territory_swall_noid/0e402640_bnd.wtb,0e402640_bnd.wtb,.wtb,terrain_bounds_wtb,21985,94535680,True,36,0e402640_bnd,0x405CA1F8,0e40,2640,3648,9792,3648,9792,64,3648,9792,3712,9856
