sector_offset,sector_offset_hex,sector_name,sector_scope,bound_min,bound_max,flags,resident_status,district,ref_count,props_offset,props_count,props_ptr_hex,doors_attributes_offset,doors_attributes_count,doors_attributes_ptr_hex,children_offset,children_count,children_ptr_hex,child_ptrs_offset,child_ptrs_count,child_ptrs_ptr_hex,drawable_instances_offset,drawable_instances_count,drawable_instances_ptr_hex,drawable_instances2_offset,drawable_instances2_count,drawable_instances2_ptr_hex,occluders_offset,occluders_count,occluders_ptr_hex,locators_offset,locators_count,locators_ptr_hex,wsi_source
1586112,0x001833C0,blk_tailor01Props01x,blackwater,"[763.692993, 78.640701, 1290.766846, 8.047481]","[778.77887, 81.052231, 1295.831299, 1.205765]",0x00000005,85,0,205,1711072,4,0x501A1BE0,1851992,15,0x501C4258,,0,,,0,,1706176,1,0x501A08C0,1674944,2,0x50198EC0,,0,,,13200,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1586592,0x001835A0,blk_swTrainstation_east01x,blackwater,"[653.732849, 77.497742, 1270.349609, 12.525339]","[677.132996, 78.519379, 1279.233643, 0.510818]",0x00000007,85,0,205,,0,,2462308,0,0x50259264,,0,,,0,,1687328,1,0x5019BF20,1675840,2,0x50199240,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1587072,0x00183780,blk_swHotel_east01x,blackwater,"[744.965576, 77.99823, 1257.780762, 17.010426]","[778.556641, 79.523163, 1262.951172, 0.762466]",0x00000005,85,0,205,,0,,2462260,0,0x50259234,,0,,,0,,1707296,1,0x501A0D20,1679008,2,0x50199EA0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1587552,0x00183960,blk_generalBuilding15x,blackwater,"[710.337524, 78.280701, 1270.275635, 11.325456]","[728.264771, 88.729462, 1279.358643, 4.541504]",0x00000007,85,0,205,1891520,1,0x501CDCC0,2462596,0,0x50259384,,0,,,0,,1689792,1,0x5019C8C0,1374752,6,0x5014FA20,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1588512,0x00183D20,blk_policeStation_int_01x,blackwater,"[760.97229, 77.453171, 1225.705078, 12.677042]","[777.937744, 83.639786, 1243.501953, 3.093307]",0x00000007,2147483733,0,205,1875968,1,0x501CA000,1852112,15,0x501C42D0,,0,,,0,,1639296,2,0x50190380,1433600,5,0x5015E000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1589248,0x00184000,blk_underConstruction02x,blackwater,"[744.094116, 78.087723, 1366.759277, 8.986957]","[758.702271, 85.264877, 1374.38501, 3.588577]",0x00000007,85,0,205,,0,,2462560,0,0x50259360,,0,,,0,,1693440,1,0x5019D700,1363968,6,0x5014D000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1589728,0x001841E0,blk_tailor_int_shade_01x,blackwater,"[765.875977, 78.182251, 1292.781982, 6.782725]","[778.538818, 82.077942, 1295.697021, 1.45752]",0x00000001,2147483733,0,205,,0,,2462444,0,0x502592EC,,0,,,0,,1695456,1,0x5019DEE0,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1590688,0x001845A0,blk_generalBuilding18x,blackwater,"[691.323608, 78.124298, 1267.892944, 11.055477]","[710.026855, 86.396545, 1276.298462, 4.136124]",0x00000007,85,0,205,,0,,2462380,0,0x502592AC,,0,,,0,,1694336,1,0x5019DA80,1423472,5,0x5015B870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1591168,0x00184780,blk_hardwareStore01x,blackwater,"[762.097473, 78.305847, 1303.05896, 12.388381]","[780.92157, 89.478027, 1314.666016, 5.58609]",0x00000007,85,0,205,,0,,2462432,0,0x502592E0,,0,,,0,,1697760,1,0x5019E7E0,1430224,5,0x5015D2D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1591648,0x00184960,blk_trainstation01Props01x,blackwater,"[653.899048, 77.779846, 1282.19519, 31.579668]","[673.035339, 88.762146, 1341.375366, 5.49115]",0x00000007,85,0,205,1196032,45,0x50124000,1852052,15,0x501C4294,,0,,,0,,409632,73,0x50064020,229376,149,0x50038000,,0,,,22496,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1592128,0x00184B40,blk_hotel01Props02x,blackwater,"[744.986877, 82.67186, 1261.960571, 7.652711]","[754.078918, 86.50132, 1273.662109, 1.91473]",0x0000000F,85,0,205,505120,58,0x5007B520,2462352,0,0x50259290,,0,,,0,,889888,13,0x500D9420,963104,24,0x500EB220,,0,,,5792,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1593344,0x00185000,blk_generalBuilding17Props01x,blackwater,"[693.235596, 74.180099, 1261.894897, 7.640461]","[704.992798, 82.020096, 1267.709473, 2.907288]",0x00000007,85,0,205,1588032,10,0x50183B40,2462720,0,0x50259400,,0,,,0,,1460864,3,0x50164A80,1328144,7,0x50144410,,0,,,44720,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1594304,0x001853C0,blk_generalBuilding17x,blackwater,"[694.121216, 78.026428, 1261.556152, 7.018001]","[704.710693, 84.262764, 1268.337036, 3.118168]",0x00000007,85,0,205,,0,,2462552,0,0x50259358,,0,,,0,,1693888,1,0x5019D8C0,1432384,5,0x5015DB40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1594784,0x001855A0,blackwater05,blackwater,"[548.574951, 68.154213, 1261.167603, 101.539978]","[690.978699, 97.813622, 1402.881958, 14.829704]",0x00000008,85,0,205,,0,,2462292,0,0x50259254,,0,,1778368,33,0x501B22C0,,0,,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1595744,0x00185960,blk_residence08Props01x,blackwater,"[555.269409, 86.302345, 1246.314209, 15.28327]","[570.256775, 94.289391, 1271.72876, 3.993523]",0x00000007,85,0,205,1286144,26,0x5013A000,2462168,0,0x502591D8,,0,,,0,,884736,23,0x500D8000,827392,42,0x500CA000,,0,,,58208,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1596224,0x00185B40,blk_generalBuilding10Props01x,blackwater,"[743.74823, 78.455917, 1344.158569, 12.243853]","[762.974731, 85.247635, 1357.71814, 3.395859]",0x00000005,85,0,205,1134592,50,0x50115000,2462316,0,0x5025926C,,0,,,0,,1697312,1,0x5019E620,1678720,2,0x50199D80,,0,,,36768,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1596704,0x00185D20,blk_policeStation01_int_props01x,blackwater,"[761.069397, 79.447708, 1228.318115, 11.293391]","[777.445251, 83.472931, 1243.344482, 2.012611]",0x0000000F,85,0,205,1268352,28,0x50135A80,1851512,15,0x501C4078,,0,,,0,,786432,36,0x500C0000,655360,67,0x500A0000,,0,,,14160,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1597920,0x001861E0,blk_church01x,blackwater,"[548.925171, 92.712929, 1178.399414, 22.091007]","[579.439575, 114.14402, 1202.098145, 10.715546]",0x00000007,85,0,205,,0,,2462216,0,0x50259208,,0,,,0,,1593088,1,0x50184F00,1331200,7,0x50145000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1598880,0x001865A0,blk_saloon_int_Props01x,blackwater,"[709.274841, 78.451454, 1310.542847, 12.588923]","[726.895203, 86.676651, 1326.536377, 4.112598]",0x0000000F,85,0,205,802816,144,0x500C4000,1851048,15,0x501C3EA8,,0,,,0,,557056,52,0x50088000,475136,96,0x50074000,,0,,,15360,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1599360,0x00186780,blk_swInn_east01x,blackwater,"[694.738159, 78.145569, 1340.052979, 18.218437]","[730.875122, 78.509949, 1344.704102, 0.18219]",0x00000007,85,0,205,,0,,2462588,0,0x5025937C,,0,,,0,,1688224,1,0x5019C2A0,1680800,2,0x5019A5A0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1599840,0x00186960,blk_generalBuilding07Props01x,blackwater,"[694.201355, 78.182014, 1369.27771, 10.968984]","[712.121277, 86.222084, 1379.050537, 4.020035]",0x00000007,85,0,205,1288624,24,0x5013A9B0,2462540,0,0x5025934C,,0,,,0,,1262928,6,0x50134550,1291392,8,0x5013B480,,0,,,54688,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1600800,0x00186D20,blk_residence09x,blackwater,"[598.379028, 85.018982, 1265.784912, 12.680069]","[609.814331, 97.127029, 1284.909912, 5.717651]",0x00000007,85,0,205,,0,,2462156,0,0x502591CC,,0,,,0,,1696864,1,0x5019E460,1382944,6,0x50151A20,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1601536,0x00187000,blk_residence03Props01x,blackwater,"[619.608215, 74.77729, 1357.759277, 18.384001]","[638.809937, 84.213638, 1387.661377, 4.718174]",0x0000000F,85,0,205,1032192,79,0x500FC000,2462112,0,0x502591A0,,0,,,0,,1157376,8,0x5011A900,1218528,14,0x501297E0,,0,,,63120,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1602016,0x001871E0,blk_swInn_north01x,blackwater,"[690.62915, 78.153488, 1340.712158, 30.330547]","[708.052002, 81.413406, 1398.72583, 1.629959]",0x00000007,85,0,205,,0,,2462628,0,0x502593A4,,0,,,0,,1695744,1,0x5019E000,1677856,2,0x50199A20,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1602496,0x001873C0,blk_bank01Props01x,blackwater,"[676.277893, 78.483612, 1225.99231, 13.658981]","[695.612427, 86.263245, 1243.653687, 3.889816]",0x00000005,85,0,205,1276496,27,0x50137A50,1851168,15,0x501C3F20,,0,,,0,,1461536,3,0x50164D20,1388544,6,0x50153000,,0,,,25248,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1603456,0x00187780,blk_generalBuilding14x,blackwater,"[710.379639, 78.143433, 1301.721924, 11.227365]","[727.89917, 89.321442, 1310.226807, 4.252441]",0x00000007,85,0,205,1875280,1,0x501C9D50,2462476,0,0x5025930C,,0,,,0,,1706848,1,0x501A0B60,1384448,6,0x50152000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1603936,0x00187960,blk_drugStore01Props01x,blackwater,"[769.324219, 77.975075, 1261.077637, 7.128649]","[780.520569, 80.904076, 1269.404297, 1.4645]",0x00000007,85,0,205,1471808,14,0x50167540,2462120,0,0x502591A8,,0,,,0,,817488,7,0x500C7950,1258912,10,0x501335A0,,0,,,1584,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1604416,0x00187B40,blk_generalBuilding05x,blackwater,"[662.655518, 78.278732, 1367.636963, 11.175529]","[680.296387, 88.257217, 1377.060303, 4.71167]",0x00000007,85,0,205,,0,,2462484,0,0x50259314,,0,,,0,,1687552,1,0x5019C000,1413120,5,0x50159000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1605632,0x00188000,blk_slumHouse07Props01x,blackwater,"[699.124634, 77.084053, 1410.119629, 8.068912]","[710.054138, 81.201271, 1421.256226, 2.058609]",0x00000005,85,0,205,1464960,14,0x50165A80,1851632,15,0x501C40F0,,0,,,0,,1271104,6,0x50136540,1277952,9,0x50138000,,0,,,64176,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1606112,0x001881E0,blk_sidewalk04Props01x,blackwater,"[671.826782, 78.469734, 1355.766113, 12.428219]","[682.770325, 83.170715, 1377.58313, 2.350491]",0x00000008,85,0,205,1718864,3,0x501A3A50,2462304,0,0x50259260,,0,,,0,,1697984,1,0x5019E8C0,,0,,,0,,,40416,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1606592,0x001883C0,blk_saloon01x,blackwater,"[708.539307, 78.024048, 1309.891479, 14.775899]","[727.977661, 88.468246, 1329.547974, 5.222099]",0x00000007,85,0,205,958224,5,0x500E9F10,2462728,0,0x50259408,,0,,,0,,1704160,1,0x501A00E0,1426128,5,0x5015C2D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1607072,0x001885A0,blk_generalBuilding11x,blackwater,"[764.919189, 78.27874, 1355.647583, 9.976905]","[781.33252, 86.393547, 1363.578979, 3.965698]",0x00000007,85,0,205,,0,,2462656,0,0x502593C0,,0,,,0,,1695968,1,0x5019E0E0,1645536,3,0x50191BE0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1607552,0x00188780,blk_ferry01x,blackwater,"[805.827515, 79.537567, 1235.041138, 9.422255]","[815.474243, 88.110207, 1248.773071, 4.28632]",0x00000007,85,0,205,,0,,2462256,0,0x50259230,,0,,,0,,1597184,1,0x50185F00,1444672,5,0x50160B40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1608032,0x00188960,blk_generalBuilding13Props01x,blackwater,"[743.587708, 77.064766, 1375.509399, 7.699246]","[753.564148, 81.236328, 1386.472168, 2.085781]",0x00000005,85,0,205,1318912,22,0x50142000,2462348,0,0x5025928C,,0,,,0,,1181888,8,0x501208C0,1241088,12,0x5012F000,,0,,,51456,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1608512,0x00188B40,blk_sidewalk03Props01x,blackwater,"[739.876709, 78.126404, 1315.716064, 73.868507]","[797.251648, 97.443733, 1450.479492, 9.658665]",0x00000005,85,0,205,1661568,7,0x50195A80,2462604,0,0x5025938C,,0,,,0,,995552,17,0x500F30E0,811008,45,0x500C6000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1608992,0x00188D20,blk_inn01Props01x,blackwater,"[711.7146, 78.490776, 1343.773438, 9.439952]","[727.403503, 85.430016, 1351.657349, 3.46962]",0x00000005,85,0,205,1366560,18,0x5014DA20,2462012,0,0x5025913C,,0,,,0,,914352,14,0x500DF3B0,1015808,28,0x500F8000,,0,,,5840,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1609728,0x00189000,blk_generalStore_int_Props02x,blackwater,"[744.747498, 78.595589, 1324.37793, 6.887145]","[757.397034, 82.118851, 1328.538086, 1.761631]",0x00000007,85,0,205,552768,88,0x50086F40,2462020,0,0x50259144,,0,,,0,,600704,24,0x50092A80,649008,44,0x5009E730,,0,,,14736,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1610688,0x001893C0,blk_slumHouse07x,blackwater,"[702.359253, 78.22493, 1409.816162, 8.375355]","[713.549805, 83.462234, 1421.126709, 2.618652]",0x00000007,85,0,205,1709920,4,0x501A1760,2462280,0,0x50259248,,0,,,0,,1705952,1,0x501A07E0,1425408,5,0x5015C000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1611168,0x001895A0,blk_alleyProps01x,blackwater,"[757.547729, 78.021614, 1261.923584, 34.271355]","[779.357117, 80.830406, 1326.843262, 1.404396]",0x00000007,85,0,205,1206304,42,0x50126820,2462276,0,0x50259244,,0,,,0,,987504,16,0x500F1170,983040,31,0x500F0000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1611648,0x00189780,blk_gunshop01Props01x,blackwater,"[769.407959, 78.258438, 1313.897583, 7.100632]","[780.05481, 84.253151, 1321.135254, 2.997356]",0x00000007,85,0,205,1662240,7,0x50195D20,1852472,15,0x501C4438,,0,,,0,,1173696,8,0x5011E8C0,1155072,16,0x5011A000,,0,,,36864,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1612608,0x00189B40,blk_residence11x,blackwater,"[619.524536, 79.317436, 1333.878906, 8.391722]","[627.394897, 86.156303, 1347.030762, 3.419434]",0x00000007,85,0,205,,0,,2462320,0,0x50259270,,0,,,0,,1705056,1,0x501A0460,1643376,3,0x50191370,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1613088,0x00189D20,blk_blacksmith_int_shade_01x,blackwater,"[671.719727, 79.535583, 1390.369873, 4.580593]","[677.488525, 81.047333, 1397.324219, 0.755875]",0x00000001,2147483733,0,205,,0,,2462176,0,0x502591E0,,0,,,0,,1698432,1,0x5019EA80,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1613824,0x0018A000,blk_residence06x,blackwater,"[768.812012, 88.783493, 1440.822876, 12.67061]","[786.156982, 100.248856, 1455.309937, 5.732681]",0x00000007,85,0,205,,0,,2462664,0,0x502593C8,,0,,,0,,1688672,1,0x5019C460,1385312,6,0x50152360,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1614304,0x0018A1E0,blk_blacksmith01Props01x,blackwater,"[664.078186, 77.056252, 1390.156128, 10.64984]","[680.409241, 82.058884, 1402.881958, 2.501316]",0x00000007,85,0,205,1092080,30,0x5010A9F0,2462364,0,0x5025929C,,0,,,0,,1097728,11,0x5010C000,1040384,22,0x500FE000,,0,,,34304,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1614784,0x0018A3C0,blk_window_cs01x,blackwater,"[744.875854, 87.147842, 1270.678955, 1.179718]","[744.947144, 89.288803, 1271.667969, 0.035645]",0x00000001,85,0,205,1898080,1,0x501CF660,2462040,0,0x50259158,,0,,,0,,1692992,1,0x5019D540,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1615744,0x0018A780,blk_photography01Props01x,blackwater,"[716.158264, 78.177406, 1367.831665, 7.38836]","[727.769531, 81.25808, 1376.436279, 1.540337]",0x00000007,85,0,205,1485264,13,0x5016A9D0,2462464,0,0x50259300,,0,,,0,,1136992,7,0x50115960,456704,14,0x5006F800,,0,,,17344,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1616224,0x0018A960,blk_residence02x,blackwater,"[738.274414, 87.783691, 1438.454834, 9.686438]","[751.481628, 95.795837, 1450.145996, 4.006073]",0x00000007,85,0,205,,0,,2462716,0,0x502593FC,,0,,,0,,1699552,1,0x5019EEE0,1456240,5,0x50163870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1616704,0x0018AB40,blk_windowBroken_cs01x,blackwater,"[744.866882, 86.884697, 1270.678955, 1.507659]","[746.394714, 89.288803, 1271.667969, 0.494507]",0x00000001,85,0,205,1878656,1,0x501CAA80,2462272,0,0x50259240,,0,,,0,,1705728,1,0x501A0700,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1617184,0x0018AD20,blk_butcher01x,blackwater,"[765.201294, 78.237747, 1281.607666, 10.036729]","[781.915894, 85.866592, 1289.692627, 3.814423]",0x00000007,85,0,205,,0,,2462696,0,0x502593E8,,0,,,0,,1699328,1,0x5019EE00,1438416,5,0x5015F2D0,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1617920,0x0018B000,blk_theatre_int_Props01x,blackwater,"[698.047363, 78.772964, 1279.627075, 16.317894]","[722.331177, 87.523499, 1299.597534, 4.375267]",0x00000008,85,0,205,1183744,46,0x50121000,2462036,0,0x50259154,,0,,,0,,1708704,1,0x501A12A0,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1618400,0x0018B1E0,blk_sidewalk06Props01x,blackwater,"[665.031433, 78.234634, 1174.634521, 72.679649]","[784.685425, 87.472672, 1256.652222, 4.619019]",0x00000005,85,0,205,1355248,11,0x5014ADF0,2462688,0,0x502593E0,,0,,,0,,843776,25,0x500CE000,713152,53,0x500AE1C0,,0,,,33728,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1618880,0x0018B3C0,blackwater04,blackwater,"[792.936523, 61.159431, 1223.7052, 78.991264]","[860.775757, 87.027679, 1364.016113, 12.934124]",0x00000008,85,0,205,,0,,2462284,0,0x5025924C,,0,,2359168,4,0x5023FF80,,0,,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1619360,0x0018B5A0,blk_swTrainstation_south01x,blackwater,"[669.632324, 77.659828, 1269.952271, 27.625973]","[681.074829, 78.482384, 1324.000122, 0.411278]",0x00000007,85,0,205,,0,,2462136,0,0x502591B8,,0,,,0,,1698880,1,0x5019EC40,1682528,2,0x5019AC60,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1619840,0x0018B780,blk_cafe01Props01x,blackwater,"[762.128662, 78.30555, 1345.114136, 10.734124]","[779.835999, 85.959473, 1354.535034, 3.826962]",0x00000007,85,0,205,1264272,28,0x50134A90,2462524,0,0x5025933C,,0,,,0,,1216512,9,0x50129000,1114112,17,0x50110000,,0,,,28416,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1620320,0x0018B960,blk_slumHouse02x,blackwater,"[657.001099, 79.114769, 1415.258179, 8.404479]","[666.8573, 87.901863, 1425.659302, 4.393547]",0x00000007,85,0,205,,0,,2462536,0,0x50259348,,0,,,0,,1693664,1,0x5019D7E0,1364832,6,0x5014D360,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1620800,0x0018BB40,blk_gunshop_int_01x,blackwater,"[769.802612, 78.668457, 1315.2323, 5.827446]","[778.609009, 83.517426, 1321.129028, 2.424484]",0x00000007,2147483733,0,205,,0,,2462248,0,0x50259228,,0,,,0,,1641088,2,0x50190A80,1435760,5,0x5015E870,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1621280,0x0018BD20,blk_tailor01_int_Props01x,blackwater,"[765.863586, 78.614365, 1289.89502, 7.315837]","[778.319214, 82.401573, 1296.573364, 1.893604]",0x0000000F,85,0,205,1142784,48,0x50117000,2462244,0,0x50259224,,0,,,0,,157792,27,0x50026860,762144,50,0x500BA120,,0,,,8000,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1622016,0x0018C000,blk_swInn_west01x,blackwater,"[691.478882, 78.247398, 1391.853027, 19.599705]","[729.800415, 78.667503, 1400.091797, 0.210052]",0x00000007,85,0,205,,0,,2462296,0,0x50259258,,0,,,0,,1705504,1,0x501A0620,1684032,2,0x5019B240,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1622496,0x0018C1E0,blk_generalBuilding11Props01x,blackwater,"[765.290955, 78.555916, 1357.332764, 8.022738]","[780.220825, 82.305061, 1361.860474, 1.874573]",0x00000005,85,0,205,1663984,7,0x501963F0,2462132,0,0x502591B4,,0,,,0,,1700288,1,0x5019F1C0,1719440,1,0x501A3C90,,0,,,21248,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1622976,0x0018C3C0,blk_docks02Props01x,blackwater,"[795.531555, 62.43996, 1268.414551, 51.932785]","[827.840088, 87.027679, 1364.016113, 12.293859]",0x00000007,85,0,205,1658880,8,0x50195000,2462372,0,0x502592A4,,0,,,0,,876544,23,0x500D6000,681248,47,0x500A6520,,0,,,12816,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1623456,0x0018C5A0,blk_hardwareStore01Props01x,blackwater,"[762.660461, 77.987411, 1304.06897, 10.889572]","[779.788757, 87.976463, 1313.078491, 4.504761]",0x00000005,85,0,205,1470464,14,0x50167000,2462392,0,0x502592B8,,0,,,0,,1469056,3,0x50166A80,1643808,3,0x50191520,,0,,,26256,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1624896,0x0018CB40,blk_sidewalk05Props01x,blackwater,"[689.166687, 78.019653, 1257.591431, 50.743252]","[741.06488, 87.441071, 1344.293945, 4.710709]",0x00000005,85,0,205,1492096,12,0x5016C480,2462568,0,0x50259368,,0,,,0,,1044480,14,0x500FF000,966656,32,0x500EC000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1625376,0x0018CD20,blk_cemetary01Props01x,blackwater,"[472.56546, 86.498199, 1188.36853, 58.446365]","[583.017029, 100.78138, 1223.869995, 7.14159]",0x00000007,85,0,205,1412096,16,0x50158C00,2462744,0,0x50259418,,0,,,0,,737280,38,0x500B4000,573440,76,0x5008C000,,0,,,49152,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1626112,0x0018D000,blk_bank_int_02x,blackwater,"[678.39679, 83.488106, 1225.93042, 11.855315]","[693.494934, 87.53109, 1243.76001, 2.021492]",0x00000007,85,0,205,,0,,2462064,0,0x50259170,,0,,,0,,1635264,2,0x5018F3C0,1645104,3,0x50191A30,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1626592,0x0018D1E0,blk_blacksmith01x,blackwater,"[667.039307, 77.773621, 1389.817871, 9.426836]","[680.862915, 83.821167, 1401.122559, 3.023773]",0x00000007,85,0,205,,0,,2462336,0,0x50259280,,0,,,0,,1704384,1,0x501A01C0,1437696,5,0x5015F000,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1627072,0x0018D3C0,blk_hotel01x,blackwater,"[743.960327, 77.693649, 1260.526733, 15.270883]","[765.165894, 93.085312, 1276.21814, 7.695831]",0x00000007,85,0,205,1404832,2,0x50156FA0,1850808,15,0x501C3DB8,,0,,,0,,1696640,1,0x5019E380,1389408,6,0x50153360,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1628032,0x0018D780,blk_doctorsOffice_int_01x,blackwater,"[717.641479, 78.394135, 1360.990479, 5.949421]","[726.423096, 82.86087, 1367.662354, 2.233368]",0x00000007,2147483733,0,205,,0,,2462556,0,0x5025935C,,0,,,0,,1637952,2,0x5018FE40,1678144,2,0x50199B40,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1628512,0x0018D960,blk_ferry01Props01x,blackwater,"[800.542053, 79.507088, 1231.026611, 12.121819]","[814.171997, 88.971069, 1248.701782, 4.731991]",0x00000007,85,0,205,1267008,28,0x50135540,2462228,0,0x50259214,,0,,,0,,1179648,10,0x50120000,1249280,12,0x50131000,,0,,,9056,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1628992,0x0018DB40,blk_swCafe_north01x,blackwater,"[740.922241, 78.152588, 1340.75, 23.964607]","[753.865601, 80.971741, 1386.812256, 1.409576]",0x00000007,85,0,205,,0,,2462480,0,0x50259310,,0,,,0,,1601280,1,0x50186F00,1678432,2,0x50199C60,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
1629472,0x0018DD20,blk_gunshop_int_shade_01x,blackwater,"[778.380554, 79.107605, 1315.653809, 2.737943]","[778.487488, 81.13176, 1320.740723, 0.053467]",0x00000001,2147483733,0,205,,0,,2462448,0,0x502592F0,,0,,,0,,1605376,1,0x50187F00,,0,,,0,,,0,,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded
