internal_path,versions_present,sha1_count,status,version_sha1s,version_sizes,extracted_paths,old_match_statuses,matched_terms 
0x560A49F7\0x7E2BE765,live_strings,1,single_version,live_strings:b0bde65bbfbaa657914239d9acfd73e1ff1cd08e,live_strings:307,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E2BE765.strings.txt,no_reference,string;strings
0x560A49F7\0x7E2FF1AB,live_strings,1,single_version,live_strings:3111dc225ea7207cfd01ed6bc84b5a0ae3dc311d,live_strings:5864,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E2FF1AB.strings.txt,no_reference,string;strings
0x560A49F7\0x7E3971B6,live_strings,1,single_version,live_strings:69b774c2fb3c12f5b68034a6ba650c5252200a2f,live_strings:673,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E3971B6.strings.txt,no_reference,string;strings
0x560A49F7\0x7E5938C0,live_strings,1,single_version,live_strings:5122451e465a2046ea62768b7c2551342a357072,live_strings:856,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E5938C0.strings.txt,no_reference,string;strings
0x560A49F7\0x7E5C3F6E,live_strings,1,single_version,live_strings:d61062a39835502a02620e1de0c8a1f2e044a8bc,live_strings:307,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E5C3F6E.strings.txt,no_reference,string;strings
0x560A49F7\0x7E6A1098,live_strings,1,single_version,live_strings:21c21e3698cd6f25643ebf035584191f60e1c55c,live_strings:912,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E6A1098.strings.txt,no_reference,string;strings
0x560A49F7\0x7E72B632,live_strings,1,single_version,live_strings:7fc14527aa0beff606eb645018f5b044e56c332c,live_strings:9413,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E72B632.strings.txt,no_reference,string;strings
0x560A49F7\0x7E781C2B,live_strings,1,single_version,live_strings:a8ff3c4a87eebc88cd1e4deb7d87312ed494bc40,live_strings:40798,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E781C2B.strings.txt,no_reference,string;strings
0x560A49F7\0x7E792F69,live_strings,1,single_version,live_strings:9e8f2b3a6b2e434f892dc22d310550d146c53f61,live_strings:1108,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E792F69.strings.txt,no_reference,string;strings
0x560A49F7\0x7E7BFC4B,live_strings,1,single_version,live_strings:957846be53d19ec3efc135f2ac090012b1a6374c,live_strings:347,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E7BFC4B.strings.txt,no_reference,string;strings
0x560A49F7\0x7E80A848,live_strings,1,single_version,live_strings:86a2f2e19d8274092445539b4fe3cbd86a491289,live_strings:1344,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E80A848.strings.txt,no_reference,string;strings
0x560A49F7\0x7E83202E,live_strings,1,single_version,live_strings:c24b0eb73b0247c387140519ed71ca2526c65de1,live_strings:392,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E83202E.strings.txt,no_reference,string;strings
0x560A49F7\0x7E862A22,live_strings,1,single_version,live_strings:fd3d133ccbe02c50c69232e91a4f1df3115d10ba,live_strings:12443,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E862A22.strings.txt,no_reference,string;strings
0x560A49F7\0x7E8EA987,live_strings,1,single_version,live_strings:12d8ea96ea208636f2cb2d20e743e9c3f262374b,live_strings:1680,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E8EA987.strings.txt,no_reference,string;strings
0x560A49F7\0x7E9B36C9,live_strings,1,single_version,live_strings:891eaccaaf5d76d0505379e1fc0bf1a11362da47,live_strings:552,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7E9B36C9.strings.txt,no_reference,string;strings
0x560A49F7\0x7EA4BE64,live_strings,1,single_version,live_strings:cf5d54955077df6e1d5b1c9aa9dac1eac93c6905,live_strings:959,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7EA4BE64.strings.txt,no_reference,string;strings
0x560A49F7\0x7ED1A620,live_strings,1,single_version,live_strings:772edb5334e49de83fe63accd45044118b1a2b6a,live_strings:1212,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7ED1A620.strings.txt,no_reference,string;strings
0x560A49F7\0x7ED3A554,live_strings,1,single_version,live_strings:9aab2428dc6f67fbece1d71d6b67850a8acbd2dd,live_strings:1879,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7ED3A554.strings.txt,no_reference,string;strings
0x560A49F7\0x7EE7BE90,live_strings,1,single_version,live_strings:cef8638a53b19db730a97059e03b08f5800aa14e,live_strings:940,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7EE7BE90.strings.txt,no_reference,string;strings
0x560A49F7\0x7EF3FB77,live_strings,1,single_version,live_strings:8b3d847dfaac9ee9ae6448fd959f419aec4059f6,live_strings:867,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7EF3FB77.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x7EFFA493,live_strings,1,single_version,live_strings:f1abdda3461004ac4b099900f8044eedf5dee0c4,live_strings:958,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7EFFA493.strings.txt,no_reference,string;strings
0x560A49F7\0x7F1E7CB5,live_strings,1,single_version,live_strings:51a3b96a899dd04b0ea9c853d49ccc70367ba3a1,live_strings:11424,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F1E7CB5.strings.txt,no_reference,string;strings
0x560A49F7\0x7F1EF9D5,live_strings,1,single_version,live_strings:3237d7ffb0900d9204d9cdbdb166b19fe17738e3,live_strings:196,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F1EF9D5.strings.txt,no_reference,string;strings
0x560A49F7\0x7F1FE070,live_strings,1,single_version,live_strings:63775ac83c792cc24d246744ac6f0c3decab0512,live_strings:11642,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F1FE070.strings.txt,no_reference,string;strings
0x560A49F7\0x7F3086E5,live_strings,1,single_version,live_strings:3c9e1845d84c6b7f7dad33ea8250a53cba6bc4b8,live_strings:141,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F3086E5.strings.txt,no_reference,string;strings
0x560A49F7\0x7F3F632F,live_strings,1,single_version,live_strings:f78d4ad25ad92914a753c4375ca3245225ec744d,live_strings:1422,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F3F632F.strings.txt,no_reference,string;strings
0x560A49F7\0x7F400312,live_strings,1,single_version,live_strings:792840343401a8c5b4757cd79ecd2c9a98b13105,live_strings:2776,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F400312.strings.txt,no_reference,string;strings
0x560A49F7\0x7F47D35D,live_strings,1,single_version,live_strings:9056b142d1131ce019af9c294702844c46a4b63a,live_strings:56018,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F47D35D.strings.txt,no_reference,string;strings
0x560A49F7\0x7F4ADB98,live_strings,1,single_version,live_strings:5e2474de220367a7ba6e66da433ed11dccb2ebce,live_strings:1009,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F4ADB98.strings.txt,no_reference,string;strings
0x560A49F7\0x7F4D8156,live_strings,1,single_version,live_strings:15dee8ac8f550e68409298b1d5a3651a125d2969,live_strings:9287,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F4D8156.strings.txt,no_reference,string;strings
0x560A49F7\0x7F533ABF,live_strings,1,single_version,live_strings:a2b53db3c2d3c61947ce3668544019985f296f93,live_strings:742,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F533ABF.strings.txt,no_reference,string;strings
0x560A49F7\0x7F556267,live_strings,1,single_version,live_strings:dfae7b63bd849c167a1bcc8942dc394970f474dd,live_strings:147807,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F556267.strings.txt,no_reference,string;strings
0x560A49F7\0x7F57A541,live_strings,1,single_version,live_strings:aa697680d16aae9d984f8e990d9afe7ef073f51f,live_strings:803,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F57A541.strings.txt,no_reference,string;strings
0x560A49F7\0x7F5CE3C5,live_strings,1,single_version,live_strings:904b2a40ffd93022843b4f3fad2971999c7491f7,live_strings:3314,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F5CE3C5.strings.txt,no_reference,string;strings
0x560A49F7\0x7F659249,live_strings,1,single_version,live_strings:ae7d9547ebf2d3484c26a0670fd2a315b36500b6,live_strings:323,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F659249.strings.txt,no_reference,string;strings
0x560A49F7\0x7F7BB0D8,live_strings,1,single_version,live_strings:214935b409d01f5ced1cc58bd805162c70bb7989,live_strings:860,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F7BB0D8.strings.txt,no_reference,string;strings
0x560A49F7\0x7F7CFF66,live_strings,1,single_version,live_strings:1f0ca899bcfb1abd2c853820a445bd1624e5da40,live_strings:423,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F7CFF66.strings.txt,no_reference,string;strings
0x560A49F7\0x7F8A3AF8,live_strings,1,single_version,live_strings:a1630af90421eda21b88c8cb9517c3264bf54bcb,live_strings:668,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7F8A3AF8.strings.txt,no_reference,string;strings
0x560A49F7\0x7FA247F5,live_strings,1,single_version,live_strings:88298f31b633b61cc2456db928d774c3192b7d91,live_strings:938,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FA247F5.strings.txt,no_reference,string;strings
0x560A49F7\0x7FA5300F,live_strings,1,single_version,live_strings:dc289fa93e3645d54dbb59d9020408d78237aead,live_strings:135,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FA5300F.strings.txt,no_reference,string;strings
0x560A49F7\0x7FA63F08,live_strings,1,single_version,live_strings:488e3c8555d2c20d2ae51c43ce61a8c671505515,live_strings:4270,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FA63F08.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x7FC06BE3,live_strings,1,single_version,live_strings:ac3b1719dbafeeeef11abd0b60746b758f18b373,live_strings:492,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FC06BE3.strings.txt,no_reference,string;strings
0x560A49F7\0x7FD06A2B,live_strings,1,single_version,live_strings:f2034d20aec50cab5618cc892b03e21703e31f80,live_strings:1165,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FD06A2B.strings.txt,no_reference,string;strings
0x560A49F7\0x7FD65E7F,live_strings,1,single_version,live_strings:a09c5f82f99f5baea0db12e1a5bb517b2ed60b3f,live_strings:1300,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FD65E7F.strings.txt,no_reference,string;strings
0x560A49F7\0x7FD95D32,live_strings,1,single_version,live_strings:1d38edef2299339592fc60a90d46332af7027e7f,live_strings:5540,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FD95D32.strings.txt,no_reference,string;strings
0x560A49F7\0x7FDB22BB,live_strings,1,single_version,live_strings:a645ec8221d21dd3786ab6821dfe4418990a9bb8,live_strings:648,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FDB22BB.strings.txt,no_reference,string;strings
0x560A49F7\0x7FDD37BC,live_strings,1,single_version,live_strings:2c7fd939572fbb3902d8c270ddf6233727d1b4df,live_strings:1853,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FDD37BC.strings.txt,no_reference,string;strings
0x560A49F7\0x7FE49D1B,live_strings,1,single_version,live_strings:171f19de56792814f625d50d3cee94a4eb7c869d,live_strings:170,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FE49D1B.strings.txt,no_reference,string;strings
0x560A49F7\0x7FEA8311,live_strings,1,single_version,live_strings:7e704270d3c6064b81ac86f9260064f014456638,live_strings:655,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FEA8311.strings.txt,no_reference,string;strings
0x560A49F7\0x7FEB3C9C,live_strings,1,single_version,live_strings:d363546c5c66e3a53ff36b1fbeecc96abd367601,live_strings:591,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x7FEB3C9C.strings.txt,no_reference,string;strings
0x560A49F7\0x8005EF1A,live_strings,1,single_version,live_strings:4a484c05e1b937b03deec487fb9ea01ca27cc9c2,live_strings:953,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8005EF1A.strings.txt,no_reference,string;strings
0x560A49F7\0x8008676F,live_strings,1,single_version,live_strings:f758b6a9ee7e49954b0eba9767c9f55e387865e0,live_strings:726,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8008676F.strings.txt,no_reference,string;strings
0x560A49F7\0x80098E30,live_strings,1,single_version,live_strings:c6166239ed2ef8cb91920fcac296f1c2f85d8e4a,live_strings:1133,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80098E30.strings.txt,no_reference,string;strings
0x560A49F7\0x801D4226,live_strings,1,single_version,live_strings:50745fc72122c215fd185fbc3a2d8abd837dbe41,live_strings:516,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x801D4226.strings.txt,no_reference,string;strings
0x560A49F7\0x8025DC2F,live_strings,1,single_version,live_strings:67bf4ef6a9b7a7e84b30f714d268fcaff3f9f629,live_strings:336,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8025DC2F.strings.txt,no_reference,string;strings
0x560A49F7\0x80286512,live_strings,1,single_version,live_strings:882e95fbf5549f0136a5e0413c616fa01f960f95,live_strings:5125,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80286512.strings.txt,no_reference,string;strings
0x560A49F7\0x803013B3,live_strings,1,single_version,live_strings:cc60bddf6b02d1e890dcf4a464525588c98d7a29,live_strings:14849,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x803013B3.strings.txt,no_reference,string;strings
0x560A49F7\0x8038A3E3,live_strings,1,single_version,live_strings:bbe3c9e62c12e14cea4a13ef5afa6d69d54ba781,live_strings:28010,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8038A3E3.strings.txt,no_reference,string;strings
0x560A49F7\0x80412C8E,live_strings,1,single_version,live_strings:90a50f5fbb87c85a9fd30a41e5398fada7bb4f35,live_strings:187,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80412C8E.strings.txt,no_reference,string;strings
0x560A49F7\0x804925AC,live_strings,1,single_version,live_strings:aef254567e8da3a77a52feda93d09987bc4ce7ed,live_strings:265,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x804925AC.strings.txt,no_reference,string;strings
0x560A49F7\0x804F34CE,live_strings,1,single_version,live_strings:7ac062e291812dd5e3c89047ae4fdf9e3723fe61,live_strings:2566,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x804F34CE.strings.txt,no_reference,string;strings
0x560A49F7\0x8054D7D2,live_strings,1,single_version,live_strings:c7668ff8a9b9fa60fc9a6d0a60e6457f440b36e3,live_strings:11929,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8054D7D2.strings.txt,no_reference,string;strings
0x560A49F7\0x80601C6A,live_strings,1,single_version,live_strings:2c1e0743158e895298a2f667b5881cfc8474742d,live_strings:1083,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80601C6A.strings.txt,no_reference,string;strings
0x560A49F7\0x8066050F,live_strings,1,single_version,live_strings:d9ed654b587d29e204104292dcece277e99cb0a0,live_strings:480,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8066050F.strings.txt,no_reference,string;strings
0x560A49F7\0x807E6E1F,live_strings,1,single_version,live_strings:e5d0c16681983d0ec81fc1d4fcc92c743373074d,live_strings:135,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x807E6E1F.strings.txt,no_reference,string;strings
0x560A49F7\0x80839FDF,live_strings,1,single_version,live_strings:05e65e4777e94a6287a08c8cd0459b76c6893bb1,live_strings:1168,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80839FDF.strings.txt,no_reference,string;strings
0x560A49F7\0x809B8F2C,live_strings,1,single_version,live_strings:55952c735e97d37e5f8535a0a67cf692014a7734,live_strings:31635,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x809B8F2C.strings.txt,no_reference,string;strings
0x560A49F7\0x80A76D2C,live_strings,1,single_version,live_strings:bcf9b09f951a31f54ff4943747b28fd7398a88f0,live_strings:262,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80A76D2C.strings.txt,no_reference,string;strings
0x560A49F7\0x80AA11CF,live_strings,1,single_version,live_strings:1cefd9f054cd8a79abccd93b631cca6820dd51ce,live_strings:552,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80AA11CF.strings.txt,no_reference,string;strings
0x560A49F7\0x80B29E4E,live_strings,1,single_version,live_strings:dc4216ca1bb7ab741c58fe10721f9e4a69bf6e6c,live_strings:341,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80B29E4E.strings.txt,no_reference,string;strings
0x560A49F7\0x80BB85B1,live_strings,1,single_version,live_strings:225d0ce2a97560cc46c5bae6a23b88c41f05ef22,live_strings:1072,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80BB85B1.strings.txt,no_reference,string;strings
0x560A49F7\0x80C0EDA6,live_strings,1,single_version,live_strings:b6aa57c263c08fb60db6b2100a53f8a8c04818d7,live_strings:196,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80C0EDA6.strings.txt,no_reference,string;strings
0x560A49F7\0x80CCFC5C,live_strings,1,single_version,live_strings:5595176a087d26133b7d231eec7b15032f2586af,live_strings:525,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80CCFC5C.strings.txt,no_reference,string;strings
0x560A49F7\0x80D22007,live_strings,1,single_version,live_strings:c4f77554453e8009bc6b1d29a737b1c4d47fceef,live_strings:296,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80D22007.strings.txt,no_reference,string;strings
0x560A49F7\0x80DD28B5,live_strings,1,single_version,live_strings:152d8d5ed89ed92158b7703ee329b4c77a5610ea,live_strings:12578,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80DD28B5.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x80EA037A,live_strings,1,single_version,live_strings:a73205b92ffe390da57b3039a44a7ac818f00494,live_strings:1040,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80EA037A.strings.txt,no_reference,string;strings
0x560A49F7\0x80ED3CC1,live_strings,1,single_version,live_strings:e9f6f9c496fa09abf437194bd018b05edb0cfe3c,live_strings:551,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80ED3CC1.strings.txt,no_reference,string;strings
0x560A49F7\0x80EE9E0D,live_strings,1,single_version,live_strings:1ba59bdcb4741d7202fe06b586f9d89fc18706a1,live_strings:501,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80EE9E0D.strings.txt,no_reference,string;strings
0x560A49F7\0x80F51B65,live_strings,1,single_version,live_strings:0c43568fa0aa62a6e916248800833e2ef0017355,live_strings:11341,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x80F51B65.strings.txt,no_reference,string;strings
0x560A49F7\0x810A819A,live_strings,1,single_version,live_strings:82557a431795401e064142d8fa4ea4a4785f4e54,live_strings:491,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x810A819A.strings.txt,no_reference,string;strings
0x560A49F7\0x810ED9BA,live_strings,1,single_version,live_strings:7e8ccdba395fb3e36863536706bb228a8ea6fe36,live_strings:8210,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x810ED9BA.strings.txt,no_reference,string;strings
0x560A49F7\0x811231F5,live_strings,1,single_version,live_strings:fea6a16cf6b3afe1ad24b27e79940e8c95287348,live_strings:5999,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x811231F5.strings.txt,no_reference,string;strings
0x560A49F7\0x811B15CA,live_strings,1,single_version,live_strings:6e5d2a8962e5db6483db7e5f1a747119292c92bd,live_strings:610,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x811B15CA.strings.txt,no_reference,string;strings
0x560A49F7\0x81229974,live_strings,1,single_version,live_strings:3d0ca41ba780649b43f4a71f5018faf215bcc505,live_strings:567,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x81229974.strings.txt,no_reference,string;strings
0x560A49F7\0x81272A80,live_strings,1,single_version,live_strings:4dd09fdecf32d5c211dc042f564c65e672ecebe5,live_strings:679,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x81272A80.strings.txt,no_reference,string;strings
0x560A49F7\0x812CAC3B,live_strings,1,single_version,live_strings:d07e656d7de67721f9ea615978c1e466cfc7977f,live_strings:136,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x812CAC3B.strings.txt,no_reference,string;strings;ui
0x560A49F7\0x813A537A,live_strings,1,single_version,live_strings:ced3002d6a2fa03914a99831a468f294f484e0aa,live_strings:641,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x813A537A.strings.txt,no_reference,string;strings
0x560A49F7\0x814A7EBA,live_strings,1,single_version,live_strings:b374c75fd8d4397ecaf3c65b12c48cad90a7112f,live_strings:555,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x814A7EBA.strings.txt,no_reference,string;strings
0x560A49F7\0x814CDDE7,live_strings,1,single_version,live_strings:0a848bf02e5e2e6da82dd3d89d4951b45d3242ef,live_strings:299738,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x814CDDE7.strings.txt,no_reference,companion;follow;string;strings
0x560A49F7\0x8161F8B1,live_strings,1,single_version,live_strings:22b5da845a3e7bca88700646cbd50f06c2f457a9,live_strings:692,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8161F8B1.strings.txt,no_reference,string;strings
0x560A49F7\0x8167D996,live_strings,1,single_version,live_strings:7a255a8c96e7e566a9b3dbf3929f46169257c6d3,live_strings:333,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8167D996.strings.txt,no_reference,string;strings
0x560A49F7\0x8173C7E8,live_strings,1,single_version,live_strings:92056f1522fa5f07167f97626acd00cf0cf79918,live_strings:108,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x8173C7E8.strings.txt,no_reference,string;strings
0x560A49F7\0x81770B02,live_strings,1,single_version,live_strings:eeb4a4b5da3821b11c236130458ed54c62eefed1,live_strings:26310,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_strings\0x560A49F7_0x81770B02.strings.txt,no_reference,string;strings
